recovery_id,loan_id,recovery_date,recovery_source,gross_recovery_amount,principal_recovery,interest_recovery,fee_recovery,source_reference
REC007067001,L007067,2023-05-26,Settlement,33205.96,33205.96,0,0,SETTLE-007067
REC007072001,L007072,2024-12-27,Settlement,179984.72,179984.72,0,0,SETTLE-007072
REC007073001,L007073,2023-02-27,Settlement,88362.5,88362.5,0,0,SETTLE-007073
REC007079001,L007079,2023-03-27,Settlement,10489.73,10489.73,0,0,SETTLE-007079
REC007091001,L007091,2025-06-15,Collateral Liquidation,312132.54,129391.88,182740.66,0,COLL007091
REC007103001,L007103,2023-04-23,Legal Recovery,9826.99,9826.99,0,0,LEGAL-007103
REC007108001,L007108,2023-12-30,Settlement,9998.4,9998.4,0,0,SETTLE-007108
REC007110001,L007110,2025-04-30,Settlement,8386.25,8386.25,0,0,SETTLE-007110
REC007113001,L007113,2024-10-24,Legal Recovery,11735.47,11735.47,0,0,LEGAL-007113
REC007119001,L007119,2023-08-31,Settlement,15999.53,15999.53,0,0,SETTLE-007119
REC007130001,L007130,2024-02-08,Collateral Liquidation,219291.93,132996.41,86295.52,0,COLL007130
REC007144001,L007144,2023-03-05,Settlement,16580.25,16580.25,0,0,SETTLE-007144
REC007158001,L007158,2024-06-19,Collateral Liquidation,292590.65,197499.13,95091.52,0,COLL007158
REC007160001,L007160,2023-04-03,Settlement,80042.67,80042.67,0,0,SETTLE-007160
REC007167001,L007167,2024-12-04,Settlement,38795.7,38795.7,0,0,SETTLE-007167
REC007168001,L007168,2024-08-04,Settlement,44798.21,44798.21,0,0,SETTLE-007168
REC007170001,L007170,2023-06-04,Settlement,44745.26,44745.26,0,0,SETTLE-007170
REC007180001,L007180,2025-06-23,Collateral Liquidation,274451.31,134876.38,139574.93,0,COLL007180
REC007196001,L007196,2025-05-07,Settlement,68227.93,68227.93,0,0,SETTLE-007196
REC007206001,L007206,2025-02-07,Settlement,26265.96,26265.96,0,0,SETTLE-007206
REC007211001,L007211,2024-10-09,Settlement,171616.64,171616.64,0,0,SETTLE-007211
REC007225001,L007225,2024-12-10,Settlement,9332.94,9332.94,0,0,SETTLE-007225
REC007228001,L007228,2024-04-09,Settlement,8966.22,8966.22,0,0,SETTLE-007228
REC007230001,L007230,2023-08-10,Settlement,22086.21,22086.21,0,0,SETTLE-007230
REC007235001,L007235,2024-04-10,Settlement,64716.08,64716.08,0,0,SETTLE-007235
REC007244001,L007244,2024-05-12,Settlement,136054.87,136054.87,0,0,SETTLE-007244
REC007266001,L007266,2023-04-13,Settlement,116130.99,116130.99,0,0,SETTLE-007266
REC007273001,L007273,2023-06-14,Settlement,42258.93,42258.93,0,0,SETTLE-007273
REC007274001,L007274,2023-12-13,Settlement,41626.89,41626.89,0,0,SETTLE-007274
REC007278001,L007278,2025-09-14,Settlement,74497.61,74497.61,0,0,SETTLE-007278
REC007280001,L007280,2023-04-14,Settlement,59341.4,59341.4,0,0,SETTLE-007280
REC007287001,L007287,2023-11-15,Settlement,13654.15,13654.15,0,0,SETTLE-007287
REC007293001,L007293,2023-02-16,Settlement,43282.79,43282.79,0,0,SETTLE-007293
REC007311001,L007311,2023-04-17,Settlement,156953.09,156953.09,0,0,SETTLE-007311
REC007313001,L007313,2023-10-18,Settlement,52679.86,52679.86,0,0,SETTLE-007313
REC007315001,L007315,2024-06-18,Settlement,150711.56,150711.56,0,0,SETTLE-007315
REC007341001,L007341,2025-04-20,Settlement,7813.34,7813.34,0,0,SETTLE-007341
REC007359001,L007359,2023-09-21,Settlement,40112.69,40112.69,0,0,SETTLE-007359
REC007360001,L007360,2023-11-21,Settlement,66438.73,66438.73,0,0,SETTLE-007360
REC007371001,L007371,2025-02-22,Settlement,122547.64,122547.64,0,0,SETTLE-007371
REC007374001,L007374,2026-03-06,Collateral Liquidation,279671.38,81723.63,197947.75,0,COLL007374
REC007380001,L007380,2023-10-23,Settlement,46456.72,46456.72,0,0,SETTLE-007380
REC007383001,L007383,2024-01-23,Settlement,333881.97,333881.97,0,0,SETTLE-007383
REC007386001,L007386,2026-04-05,Collateral Liquidation,409675.67,222361.95,187313.72,0,COLL007386
REC007399001,L007399,2023-07-24,Settlement,74595.86,74595.86,0,0,SETTLE-007399
REC007402001,L007402,2023-02-25,Settlement,128580.34,128580.34,0,0,SETTLE-007402
REC007428001,L007428,2024-02-27,Settlement,90583.96,90583.96,0,0,SETTLE-007428
REC007432001,L007432,2023-03-27,Settlement,44266.6,44266.6,0,0,SETTLE-007432
REC007433001,L007433,2023-06-27,Settlement,38058.58,38058.58,0,0,SETTLE-007433
REC007436001,L007436,2024-02-27,Settlement,9922.5,9922.5,0,0,SETTLE-007436
REC007439001,L007439,2024-12-27,Settlement,35957.92,35957.92,0,0,SETTLE-007439
REC007462001,L007462,2024-02-29,Settlement,13988.58,13988.58,0,0,SETTLE-007462
REC007463001,L007463,2023-12-30,Settlement,50517.47,50517.47,0,0,SETTLE-007463
REC007471001,L007471,2023-04-30,Settlement,15817.4,15817.4,0,0,SETTLE-007471
REC007481001,L007481,2023-07-01,Settlement,45888.45,45888.45,0,0,SETTLE-007481
REC007491001,L007491,2023-06-01,Settlement,40114.75,40114.75,0,0,SETTLE-007491
REC007497001,L007497,2025-02-01,Settlement,17693.61,17693.61,0,0,SETTLE-007497
REC007499001,L007499,2024-05-03,Settlement,29390.27,29390.27,0,0,SETTLE-007499
REC007507001,L007507,2023-11-03,Settlement,51004.68,51004.68,0,0,SETTLE-007507
REC007508001,L007508,2023-10-04,Settlement,22172.74,22172.74,0,0,SETTLE-007508
REC007509001,L007509,2024-01-03,Settlement,115387.49,115387.49,0,0,SETTLE-007509
REC007511001,L007511,2025-01-03,Settlement,5388.38,5388.38,0,0,SETTLE-007511
REC007516001,L007516,2025-12-04,Settlement,29279.09,29279.09,0,0,SETTLE-007516
REC007522001,L007522,2023-10-05,Settlement,109244.37,109244.37,0,0,SETTLE-007522
REC007523001,L007523,2023-12-05,Settlement,26985.86,26985.86,0,0,SETTLE-007523
REC007531001,L007531,2024-06-05,Settlement,85566.07,85566.07,0,0,SETTLE-007531
REC007533001,L007533,2024-01-05,Settlement,24763.42,24763.42,0,0,SETTLE-007533
REC007535001,L007535,2023-07-06,Settlement,27903.12,27903.12,0,0,SETTLE-007535
REC007542001,L007542,2024-03-08,Settlement,89744.93,89744.93,0,0,SETTLE-007542
REC007547001,L007547,2023-12-07,Settlement,92027.03,92027.03,0,0,SETTLE-007547
REC007552001,L007552,2024-10-08,Settlement,25184.47,25184.47,0,0,SETTLE-007552
REC007554001,L007554,2025-09-07,Settlement,80174.39,80174.39,0,0,SETTLE-007554
REC007555001,L007555,2023-09-07,Settlement,62399.58,62399.58,0,0,SETTLE-007555
REC007561001,L007561,2024-10-08,Settlement,54916.02,54916.02,0,0,SETTLE-007561
REC007580001,L007580,2023-05-09,Settlement,29457.47,29457.47,0,0,SETTLE-007580
REC007583001,L007583,2023-05-10,Settlement,108954.24,108954.24,0,0,SETTLE-007583
REC007597001,L007597,2023-03-12,Settlement,75533.2,75533.2,0,0,SETTLE-007597
REC007598001,L007598,2024-05-10,Settlement,343466.38,343466.38,0,0,SETTLE-007598
REC007603001,L007603,2025-01-10,Settlement,14230.05,14230.05,0,0,SETTLE-007603
REC007606001,L007606,2023-10-11,Settlement,11765.76,11765.76,0,0,SETTLE-007606
REC007608001,L007608,2025-02-10,Settlement,7921.71,7921.71,0,0,SETTLE-007608
REC007611001,L007611,2023-04-10,Settlement,27513.81,27513.81,0,0,SETTLE-007611
REC007616001,L007616,2025-02-11,Collateral Liquidation,936268.52,797707.84,138560.68,0,COLL007616
REC007617001,L007617,2025-02-03,Collateral Liquidation,230196.06,113472.38,116723.68,0,COLL007617
REC007623001,L007623,2025-05-12,Settlement,4419.85,4419.85,0,0,SETTLE-007623
REC007624001,L007624,2026-01-11,Settlement,37041.67,37041.67,0,0,SETTLE-007624
REC007629001,L007629,2023-05-13,Settlement,49539.67,49539.67,0,0,SETTLE-007629
REC007630001,L007630,2024-11-12,Settlement,72745.13,72745.13,0,0,SETTLE-007630
REC007631001,L007631,2023-07-13,Settlement,538765.06,538765.06,0,0,SETTLE-007631
REC007633001,L007633,2023-07-13,Settlement,26816.82,26816.82,0,0,SETTLE-007633
REC007638001,L007638,2024-03-24,Legal Recovery,4645.93,4645.93,0,0,LEGAL-007638
REC007644001,L007644,2023-08-13,Settlement,100731.23,100731.23,0,0,SETTLE-007644
REC007647001,L007647,2024-06-13,Settlement,16805.46,16805.46,0,0,SETTLE-007647
REC007651001,L007651,2023-06-13,Settlement,70053.23,70053.23,0,0,SETTLE-007651
REC007655001,L007655,2023-11-13,Settlement,28444.11,28444.11,0,0,SETTLE-007655
REC007663001,L007663,2025-02-13,Settlement,6620.89,6620.89,0,0,SETTLE-007663
REC007679001,L007679,2023-10-16,Settlement,41544.62,41544.62,0,0,SETTLE-007679
REC007686001,L007686,2024-04-17,Settlement,99113.38,99113.38,0,0,SETTLE-007686
REC007701001,L007701,2023-07-19,Settlement,54800.5,54800.5,0,0,SETTLE-007701
REC007707001,L007707,2025-04-19,Settlement,102533.96,102533.96,0,0,SETTLE-007707
REC007722001,L007722,2023-10-08,Collateral Liquidation,303355.14,303355.14,0,0,COLL007722
REC007722002,L007722,2023-11-19,Legal Recovery,16754.94,16754.94,0,0,LEGAL-007722
REC007723001,L007723,2024-09-21,Settlement,4608.91,4608.91,0,0,SETTLE-007723
REC007724001,L007724,2023-04-21,Settlement,31838.47,31838.47,0,0,SETTLE-007724
REC007729001,L007729,2025-01-24,Legal Recovery,1729.82,1729.82,0,0,LEGAL-007729
REC007749001,L007749,2024-11-24,Settlement,19441.59,19441.59,0,0,SETTLE-007749
REC007774001,L007774,2023-06-26,Settlement,84068.7,84068.7,0,0,SETTLE-007774
REC007775001,L007775,2024-01-26,Settlement,24860.13,24860.13,0,0,SETTLE-007775
REC007776001,L007776,2023-04-26,Settlement,84228.36,84228.36,0,0,SETTLE-007776
REC007802001,L007802,2025-04-30,Settlement,0,0,0,0,SETTLE-007802
REC007811001,L007811,2023-04-30,Settlement,62881.13,62881.13,0,0,SETTLE-007811
REC007832001,L007832,2024-04-01,Collateral Liquidation,367682.13,367682.13,0,0,COLL007832
REC007836001,L007836,2025-07-03,Settlement,68818.86,68818.86,0,0,SETTLE-007836
REC007839001,L007839,2023-04-02,Settlement,59455.5,59455.5,0,0,SETTLE-007839
REC007846001,L007846,2026-01-03,Settlement,42049.19,42049.19,0,0,SETTLE-007846
REC007867001,L007867,2023-10-06,Settlement,8383.49,8383.49,0,0,SETTLE-007867
REC007870001,L007870,2023-11-05,Settlement,86253.58,86253.58,0,0,SETTLE-007870
REC007886001,L007886,2023-08-07,Settlement,9844.02,9844.02,0,0,SETTLE-007886
REC007890001,L007890,2024-04-08,Settlement,7914.54,7914.54,0,0,SETTLE-007890
REC007893001,L007893,2024-03-10,Settlement,25097.48,25097.48,0,0,SETTLE-007893
REC007898001,L007898,2023-06-09,Settlement,58409.12,58409.12,0,0,SETTLE-007898
REC007903001,L007903,2023-09-09,Settlement,164138.68,164138.68,0,0,SETTLE-007903
REC007904001,L007904,2023-11-23,Collateral Liquidation,99367.39,87191.87,12175.52,0,COLL007904
REC007932001,L007932,2025-06-12,Settlement,55595.68,55595.68,0,0,SETTLE-007932
REC007937001,L007937,2024-06-12,Settlement,57553.76,57553.76,0,0,SETTLE-007937
REC007947001,L007947,2023-05-16,Settlement,75336.21,75336.21,0,0,SETTLE-007947
REC007949001,L007949,2025-07-17,Settlement,9780.27,9780.27,0,0,SETTLE-007949
REC007953001,L007953,2024-02-29,Legal Recovery,13580.53,13580.53,0,0,LEGAL-007953
REC007963001,L007963,2023-07-18,Settlement,202010.64,202010.64,0,0,SETTLE-007963
REC007967001,L007967,2023-10-19,Settlement,19697.72,19697.72,0,0,SETTLE-007967
REC007968001,L007968,2025-07-19,Settlement,160671.09,160671.09,0,0,SETTLE-007968
REC007994001,L007994,2025-10-21,Settlement,2318.22,2318.22,0,0,SETTLE-007994
REC008017001,L008017,2023-04-22,Settlement,203638.17,203638.17,0,0,SETTLE-008017
REC008024001,L008024,2023-09-27,Collateral Liquidation,164799.67,164799.67,0,0,COLL008024
REC008024002,L008024,2023-10-06,Legal Recovery,24609.79,24609.79,0,0,LEGAL-008024
REC008025001,L008025,2023-04-23,Settlement,97779.49,97779.49,0,0,SETTLE-008025
REC008026001,L008026,2023-07-31,Legal Recovery,5170.2,5170.2,0,0,LEGAL-008026
REC008041001,L008041,2023-06-24,Settlement,35478.38,35478.38,0,0,SETTLE-008041
REC008043001,L008043,2025-03-25,Settlement,34644.77,34644.77,0,0,SETTLE-008043
REC008044001,L008044,2025-06-24,Collateral Liquidation,423700.8,318965.61,104735.19,0,COLL008044
REC008046001,L008046,2024-05-29,Collateral Liquidation,219840.41,219840.41,0,0,COLL008046
REC008047001,L008047,2024-01-20,Collateral Liquidation,287881.95,252707.41,35174.54,0,COLL008047
REC008051001,L008051,2023-04-26,Settlement,37943.46,37943.46,0,0,SETTLE-008051
REC008064001,L008064,2026-02-27,Settlement,539.03,539.03,0,0,SETTLE-008064
REC008066001,L008066,2023-10-06,Collateral Liquidation,228851.7,228851.7,0,0,COLL008066
REC008068001,L008068,2024-04-27,Settlement,26302.16,26302.16,0,0,SETTLE-008068
REC008076001,L008076,2023-08-28,Settlement,23097.87,23097.87,0,0,SETTLE-008076
REC008080001,L008080,2023-11-29,Settlement,42161.49,42161.49,0,0,SETTLE-008080
REC008085001,L008085,2023-10-11,Legal Recovery,8977.19,8977.19,0,0,LEGAL-008085
REC008089001,L008089,2024-12-30,Settlement,4789.1,4789.1,0,0,SETTLE-008089
REC008094001,L008094,2024-03-01,Settlement,5082.5,5082.5,0,0,SETTLE-008094
REC008095001,L008095,2025-01-30,Settlement,21434.18,21434.18,0,0,SETTLE-008095
REC008097001,L008097,2023-04-30,Settlement,51433.14,51433.14,0,0,SETTLE-008097
REC008099001,L008099,2024-10-01,Settlement,98489.42,98489.42,0,0,SETTLE-008099
REC008106001,L008106,2024-03-31,Settlement,36745.78,36745.78,0,0,SETTLE-008106
REC008109001,L008109,2024-10-31,Settlement,32582.17,32582.17,0,0,SETTLE-008109
REC008120001,L008120,2023-05-02,Settlement,65752.08,65752.08,0,0,SETTLE-008120
REC008125001,L008125,2024-11-19,Legal Recovery,23158.9,23158.9,0,0,LEGAL-008125
REC008145001,L008145,2024-04-04,Settlement,34993.59,34993.59,0,0,SETTLE-008145
REC008152001,L008152,2023-12-05,Settlement,117769.83,117769.83,0,0,SETTLE-008152
REC008163001,L008163,2023-09-06,Settlement,212297.6,212297.6,0,0,SETTLE-008163
REC008175001,L008175,2023-06-07,Settlement,16743.3,16743.3,0,0,SETTLE-008175
REC008190001,L008190,2024-09-09,Settlement,2648.15,2648.15,0,0,SETTLE-008190
REC008194001,L008194,2024-05-10,Settlement,113595.04,113595.04,0,0,SETTLE-008194
REC008195001,L008195,2023-05-10,Settlement,154565.68,154565.68,0,0,SETTLE-008195
REC008206001,L008206,2023-09-10,Settlement,25343.52,25343.52,0,0,SETTLE-008206
REC008211001,L008211,2024-12-12,Settlement,21979.46,21979.46,0,0,SETTLE-008211
REC008213001,L008213,2023-07-12,Settlement,32289.88,32289.88,0,0,SETTLE-008213
REC008215001,L008215,2023-10-12,Settlement,41180.72,41180.72,0,0,SETTLE-008215
REC008219001,L008219,2024-06-12,Settlement,72967.35,72967.35,0,0,SETTLE-008219
REC008220001,L008220,2024-05-13,Settlement,120832.75,120832.75,0,0,SETTLE-008220
REC008225001,L008225,2025-01-03,Collateral Liquidation,98933.77,59469.5,39464.27,0,COLL008225
REC008229001,L008229,2024-05-13,Settlement,50691.9,50691.9,0,0,SETTLE-008229
REC008244001,L008244,2024-01-14,Settlement,34635.11,34635.11,0,0,SETTLE-008244
REC008256001,L008256,2025-10-16,Settlement,7141.64,7141.64,0,0,SETTLE-008256
REC008264001,L008264,2025-04-17,Settlement,31340.66,31340.66,0,0,SETTLE-008264
REC008267001,L008267,2025-03-17,Settlement,20292.23,20292.23,0,0,SETTLE-008267
REC008273001,L008273,2025-07-17,Settlement,18608.96,18608.96,0,0,SETTLE-008273
REC008276001,L008276,2023-12-17,Settlement,6261.35,6261.35,0,0,SETTLE-008276
REC008283001,L008283,2025-04-18,Settlement,13129.68,13129.68,0,0,SETTLE-008283
REC008284001,L008284,2025-11-18,Settlement,51257.65,51257.65,0,0,SETTLE-008284
REC008286001,L008286,2023-05-18,Settlement,55770.23,55770.23,0,0,SETTLE-008286
REC008288001,L008288,2024-11-18,Settlement,39394.86,39394.86,0,0,SETTLE-008288
REC008296001,L008296,2025-01-19,Settlement,98207.42,98207.42,0,0,SETTLE-008296
REC008299001,L008299,2023-09-21,Collateral Liquidation,141950.33,141950.33,0,0,COLL008299
REC008303001,L008303,2023-07-28,Collateral Liquidation,590978.75,590978.75,0,0,COLL008303
REC008310001,L008310,2024-11-21,Settlement,16612.54,16612.54,0,0,SETTLE-008310
REC008317001,L008317,2023-09-21,Settlement,40622.49,40622.49,0,0,SETTLE-008317
REC008321001,L008321,2024-03-21,Settlement,28342.86,28342.86,0,0,SETTLE-008321
REC008332001,L008332,2025-02-23,Settlement,103181.11,103181.11,0,0,SETTLE-008332
REC008337001,L008337,2024-04-23,Settlement,75354.24,75354.24,0,0,SETTLE-008337
REC008338001,L008338,2023-07-23,Settlement,53411.19,53411.19,0,0,SETTLE-008338
REC008349001,L008349,2025-11-25,Settlement,30164.67,30164.67,0,0,SETTLE-008349
REC008371001,L008371,2024-12-27,Settlement,67045.05,67045.05,0,0,SETTLE-008371
REC008391001,L008391,2025-03-01,Settlement,5637.78,5637.78,0,0,SETTLE-008391
REC008394001,L008394,2024-08-29,Settlement,93973.27,93973.27,0,0,SETTLE-008394
REC008395001,L008395,2023-07-30,Settlement,366862.92,366862.92,0,0,SETTLE-008395
REC008400001,L008400,2025-08-28,Collateral Liquidation,82029.35,40784.17,41245.18,0,COLL008400
REC008400002,L008400,2025-09-11,Legal Recovery,6418.85,6418.85,0,0,LEGAL-008400
REC008412001,L008412,2024-03-03,Settlement,37150.09,37150.09,0,0,SETTLE-008412
REC008416001,L008416,2024-01-01,Settlement,15766.07,15766.07,0,0,SETTLE-008416
REC008417001,L008417,2023-11-01,Settlement,51794.83,51794.83,0,0,SETTLE-008417
REC008421001,L008421,2025-02-02,Settlement,69707.73,69707.73,0,0,SETTLE-008421
REC008422001,L008422,2023-11-27,Legal Recovery,11327.88,11327.88,0,0,LEGAL-008422
REC008434001,L008434,2024-10-19,Collateral Liquidation,150202.33,139102.35,11099.98,0,COLL008434
REC008438001,L008438,2023-07-04,Settlement,21228.18,21228.18,0,0,SETTLE-008438
REC008456001,L008456,2023-08-23,Legal Recovery,12757.42,12757.42,0,0,LEGAL-008456
REC008459001,L008459,2025-09-06,Settlement,33338.28,33338.28,0,0,SETTLE-008459
REC008463001,L008463,2024-02-06,Settlement,40580.78,40580.78,0,0,SETTLE-008463
REC008464001,L008464,2024-10-07,Settlement,20994.7,20994.7,0,0,SETTLE-008464
REC008467001,L008467,2024-07-07,Settlement,20078.61,20078.61,0,0,SETTLE-008467
REC008475001,L008475,2023-07-08,Settlement,36728,36728,0,0,SETTLE-008475
REC008479001,L008479,2023-09-08,Settlement,131982.33,131982.33,0,0,SETTLE-008479
REC008484001,L008484,2024-11-08,Settlement,18010.53,18010.53,0,0,SETTLE-008484
REC008489001,L008489,2023-12-10,Settlement,80914.84,80914.84,0,0,SETTLE-008489
REC008493001,L008493,2023-09-09,Settlement,102597.54,102597.54,0,0,SETTLE-008493
REC008498001,L008498,2026-01-10,Settlement,28714.15,28714.15,0,0,SETTLE-008498
REC008502001,L008502,2023-12-11,Settlement,50376.97,50376.97,0,0,SETTLE-008502
REC008514001,L008514,2023-07-12,Settlement,126705.79,126705.79,0,0,SETTLE-008514
REC008525001,L008525,2023-11-17,Collateral Liquidation,507482.86,507482.86,0,0,COLL008525
REC008525002,L008525,2023-12-01,Legal Recovery,97197.95,97197.95,0,0,LEGAL-008525
REC008528001,L008528,2024-06-13,Settlement,32196.7,32196.7,0,0,SETTLE-008528
REC008529001,L008529,2024-06-08,Legal Recovery,40628.72,40628.72,0,0,LEGAL-008529
REC008536001,L008536,2023-12-14,Settlement,20091.07,20091.07,0,0,SETTLE-008536
REC008540001,L008540,2023-06-14,Settlement,25988.23,25988.23,0,0,SETTLE-008540
REC008548001,L008548,2023-11-16,Settlement,71064.63,71064.63,0,0,SETTLE-008548
REC008550001,L008550,2025-01-26,Legal Recovery,10600.07,10600.07,0,0,LEGAL-008550
REC008554001,L008554,2023-07-17,Settlement,21817.49,21817.49,0,0,SETTLE-008554
REC008555001,L008555,2023-07-17,Settlement,68967.1,68967.1,0,0,SETTLE-008555
REC008558001,L008558,2023-06-17,Settlement,188113.8,188113.8,0,0,SETTLE-008558
REC008602001,L008602,2023-08-21,Settlement,27540.23,27540.23,0,0,SETTLE-008602
REC008605001,L008605,2023-11-21,Settlement,43968.16,43968.16,0,0,SETTLE-008605
REC008609001,L008609,2023-10-21,Settlement,98768.99,98768.99,0,0,SETTLE-008609
REC008620001,L008620,2026-01-30,Legal Recovery,12286.45,12286.45,0,0,LEGAL-008620
REC008622001,L008622,2024-01-23,Settlement,12794.63,12794.63,0,0,SETTLE-008622
REC008634001,L008634,2025-07-24,Settlement,68367.14,68367.14,0,0,SETTLE-008634
REC008639001,L008639,2025-06-24,Settlement,12453.22,12453.22,0,0,SETTLE-008639
REC008641001,L008641,2023-12-17,Legal Recovery,7157.62,7157.62,0,0,LEGAL-008641
REC008656001,L008656,2024-11-26,Settlement,24649.15,24649.15,0,0,SETTLE-008656
REC008657001,L008657,2023-09-26,Settlement,215456.02,215456.02,0,0,SETTLE-008657
REC008660001,L008660,2023-11-26,Settlement,138960.92,138960.92,0,0,SETTLE-008660
REC008676001,L008676,2024-06-28,Settlement,640816.08,640816.08,0,0,SETTLE-008676
REC008678001,L008678,2024-08-29,Settlement,47592.89,47592.89,0,0,SETTLE-008678
REC008689001,L008689,2024-12-29,Settlement,3390.72,3390.72,0,0,SETTLE-008689
REC008697001,L008697,2024-10-30,Settlement,23706.76,23706.76,0,0,SETTLE-008697
REC008698001,L008698,2023-07-30,Settlement,43944.68,43944.68,0,0,SETTLE-008698
REC008704001,L008704,2024-09-30,Settlement,25846.6,25846.6,0,0,SETTLE-008704
REC008726001,L008726,2025-09-02,Settlement,109871.69,109871.69,0,0,SETTLE-008726
REC008743001,L008743,2023-12-05,Settlement,147141.46,147141.46,0,0,SETTLE-008743
REC008748001,L008748,2025-12-06,Settlement,31990.64,31990.64,0,0,SETTLE-008748
REC008761001,L008761,2023-08-07,Settlement,30550.3,30550.3,0,0,SETTLE-008761
REC008762001,L008762,2023-10-08,Settlement,69699.59,69699.59,0,0,SETTLE-008762
REC008766001,L008766,2023-09-08,Settlement,95195.44,95195.44,0,0,SETTLE-008766
REC008771001,L008771,2024-07-10,Settlement,4604.9,4604.9,0,0,SETTLE-008771
REC008773001,L008773,2024-07-10,Settlement,131355.33,131355.33,0,0,SETTLE-008773
REC008797001,L008797,2025-07-03,Collateral Liquidation,307573.01,273929.1,33643.91,0,COLL008797
REC008798001,L008798,2023-08-12,Settlement,99076.78,99076.78,0,0,SETTLE-008798
REC008804001,L008804,2023-09-12,Settlement,30787.45,30787.45,0,0,SETTLE-008804
REC008805001,L008805,2023-07-13,Settlement,14321.51,14321.51,0,0,SETTLE-008805
REC008813001,L008813,2024-06-13,Settlement,4256.94,4256.94,0,0,SETTLE-008813
REC008815001,L008815,2024-03-27,Collateral Liquidation,53740.98,53740.98,0,0,COLL008815
REC008837001,L008837,2023-08-16,Settlement,63314.55,63314.55,0,0,SETTLE-008837
REC008838001,L008838,2024-05-16,Settlement,116204.89,116204.89,0,0,SETTLE-008838
REC008845001,L008845,2025-09-16,Settlement,40482.05,40482.05,0,0,SETTLE-008845
REC008848001,L008848,2025-08-17,Settlement,55366.63,55366.63,0,0,SETTLE-008848
REC008860001,L008860,2024-05-18,Settlement,24925.35,24925.35,0,0,SETTLE-008860
REC008865001,L008865,2023-09-18,Settlement,48379.23,48379.23,0,0,SETTLE-008865
REC008881001,L008881,2025-02-21,Settlement,19629.89,19629.89,0,0,SETTLE-008881
REC008893001,L008893,2024-08-22,Settlement,78589.5,78589.5,0,0,SETTLE-008893
REC008895001,L008895,2024-03-22,Settlement,193347.9,193347.9,0,0,SETTLE-008895
REC008900001,L008900,2024-04-28,Legal Recovery,2696.79,2696.79,0,0,LEGAL-008900
REC008901001,L008901,2025-02-06,Legal Recovery,11374.64,11374.64,0,0,LEGAL-008901
REC008905001,L008905,2023-10-23,Settlement,62290.92,62290.92,0,0,SETTLE-008905
REC008906001,L008906,2024-09-23,Settlement,73614.67,73614.67,0,0,SETTLE-008906
REC008908001,L008908,2023-09-24,Settlement,9487.08,9487.08,0,0,SETTLE-008908
REC008911001,L008911,2023-08-24,Settlement,175678.8,175678.8,0,0,SETTLE-008911
REC008915001,L008915,2024-09-24,Settlement,9918.93,9918.93,0,0,SETTLE-008915
REC008916001,L008916,2024-08-18,Legal Recovery,5638.95,5638.95,0,0,LEGAL-008916
REC008917001,L008917,2025-03-24,Settlement,45658.38,45658.38,0,0,SETTLE-008917
REC008919001,L008919,2025-01-25,Settlement,17699.22,17699.22,0,0,SETTLE-008919
REC008920001,L008920,2023-11-25,Settlement,101732.42,101732.42,0,0,SETTLE-008920
REC008926001,L008926,2023-12-25,Settlement,82343.14,82343.14,0,0,SETTLE-008926
REC008942001,L008942,2025-09-27,Settlement,5761.33,5761.33,0,0,SETTLE-008942
REC008948001,L008948,2025-02-28,Settlement,97658.22,97658.22,0,0,SETTLE-008948
REC008958001,L008958,2023-07-29,Settlement,316205.31,316205.31,0,0,SETTLE-008958
REC008966001,L008966,2024-01-30,Settlement,11841.11,11841.11,0,0,SETTLE-008966
REC008977001,L008977,2025-05-31,Settlement,30790.11,30790.11,0,0,SETTLE-008977
REC008980001,L008980,2024-10-01,Settlement,38347.43,38347.43,0,0,SETTLE-008980
REC008987001,L008987,2024-08-01,Settlement,154371.19,154371.19,0,0,SETTLE-008987
REC009000001,L009000,2024-04-14,Legal Recovery,4390.54,4390.54,0,0,LEGAL-009000
REC009014001,L009014,2025-01-04,Settlement,23643.83,23643.83,0,0,SETTLE-009014
REC009021001,L009021,2024-02-05,Settlement,14782.65,14782.65,0,0,SETTLE-009021
REC009036001,L009036,2024-09-06,Settlement,27061.5,27061.5,0,0,SETTLE-009036
REC009045001,L009045,2023-08-08,Settlement,166828.78,166828.78,0,0,SETTLE-009045
REC009070001,L009070,2026-04-24,Legal Recovery,5242.74,5242.74,0,0,LEGAL-009070
REC009090001,L009090,2024-04-13,Settlement,78952.38,78952.38,0,0,SETTLE-009090
REC009091001,L009091,2025-04-13,Settlement,52344.6,52344.6,0,0,SETTLE-009091
REC009101001,L009101,2025-12-15,Settlement,6580.49,6580.49,0,0,SETTLE-009101
REC009108001,L009108,2023-12-16,Settlement,68339.95,68339.95,0,0,SETTLE-009108
REC009116001,L009116,2024-05-17,Settlement,69257.61,69257.61,0,0,SETTLE-009116
REC009123001,L009123,2024-04-18,Settlement,6804.7,6804.7,0,0,SETTLE-009123
REC009147001,L009147,2025-11-21,Settlement,29921.45,29921.45,0,0,SETTLE-009147
REC009149001,L009149,2025-05-22,Settlement,120178.36,120178.36,0,0,SETTLE-009149
REC009152001,L009152,2023-08-22,Settlement,28750.52,28750.52,0,0,SETTLE-009152
REC009162001,L009162,2024-04-25,Collateral Liquidation,147120.86,147120.86,0,0,COLL009162
REC009180001,L009180,2023-10-26,Settlement,70456.31,70456.31,0,0,SETTLE-009180
