customer_id,age,gender,governorate,city,employment_type,job,employment_length_months,monthly_income,home_ownership,customer_segment,credit_score
C004109,47,Female,Dakahlia,Mansoura,Private Sector,Sales Representative,338,36245.4,Rented,Mass,673
C004110,26,Female,Alexandria,Miami,Government,Public Health Worker,92,17625.04,Rented,Affluent,657
C004111,30,Female,Cairo,Heliopolis,Private Sector,Accountant,72,25118.04,Family-Owned,Affluent,612
C004112,32,Female,Gharbia,Al-Mahalla,Government,Public Health Worker,28,6680.47,Family-Owned,Mass,504
C004113,31,Female,Minya,Minya City,Private Sector,Accountant,15,29099.06,Owned,Mass,504
C004114,48,Male,Alexandria,Miami,Government,Police Officer,274,13071.84,Rented,Mass Affluent,590
C004115,25,Male,Cairo,Zamalek,Self-Employed,Doctor,70,15418.41,Owned,Mass,540
C004116,33,Male,Cairo,Heliopolis,Private Sector,IT Specialist,75,47815.99,Owned,Mass Affluent,703
C004117,63,Female,Cairo,New Cairo,Self-Employed,Contractor,197,68833.51,Owned,Mass,754
C004118,24,Male,Beheira,Damanhur,Government,Public Health Worker,56,13433.54,Family-Owned,Mass Affluent,573
C004119,24,Male,Dakahlia,Mansoura,Private Sector,Sales Representative,6,27052.72,Family-Owned,Mass,513
C004120,26,Female,Qalyubia,Shubra El-Kheima,Self-Employed,Freelance Consultant,20,21590.1,Owned,Mass,600
C004121,63,Female,Qalyubia,Banha,Private Sector,IT Specialist,219,29439.38,Owned,Mass Affluent,751
C004122,31,Female,Cairo,Heliopolis,Business Owner,Retail Shop Owner,80,38330.78,Family-Owned,SME Owner,665
C004123,28,Male,Giza,Dokki,Private Sector,Engineer,42,30488.3,Rented,Mass,504
C004124,39,Male,Cairo,Zamalek,Private Sector,Accountant,105,26699.33,Family-Owned,Mass Affluent,616
C004125,55,Female,Giza,Mohandessin,Government,Public Health Worker,113,20247.24,Rented,Mass,728
C004126,29,Male,Giza,Mohandessin,Business Owner,Retail Shop Owner,79,27991.89,Rented,SME Owner,558
C004127,44,Male,Minya,Minya City,Government,Teacher,175,15520.4,Family-Owned,Mass,615
C004128,28,Male,Alexandria,Sidi Gaber,Private Sector,Accountant,72,11823.87,Owned,Mass Affluent,570
C004129,25,Male,Qalyubia,Banha,Private Sector,IT Specialist,39,17613.4,Family-Owned,Mass,511
C004130,39,Female,Minya,Minya City,Self-Employed,Freelance Consultant,232,26336.33,Owned,Mass,724
C004131,46,Female,Dakahlia,Mansoura,Private Sector,Bank Employee,239,31169.94,Rented,Mass Affluent,667
C004132,29,Male,Cairo,Heliopolis,Private Sector,IT Specialist,31,50470.29,Owned,Mass,713
C004133,47,Female,Assiut,Assiut City,Self-Employed,Lawyer,60,42299.5,Owned,Mass,635
C004134,64,Male,Minya,Minya City,Private Sector,Engineer,99,20434.13,Owned,Mass,584
C004135,49,Female,Cairo,Maadi,Private Sector,Accountant,342,34047.3,Family-Owned,Mass,790
C004136,64,Female,Sharqia,Zagazig,Government,Civil Servant,177,16588.43,Family-Owned,Mass,651
C004137,54,Female,Cairo,Maadi,Business Owner,Restaurant Owner,163,52401.61,Rented,SME Owner,631
C004138,42,Male,Cairo,Heliopolis,Government,Public Health Worker,160,18210.48,Family-Owned,Mass Affluent,592
C004139,57,Female,Dakahlia,Mansoura,Self-Employed,Doctor,135,31394,Rented,Mass Affluent,568
C004140,32,Male,Giza,Dokki,Government,Teacher,145,15213.97,Owned,Mass,724
C004141,30,Female,Alexandria,Smouha,Private Sector,Bank Employee,71,13036.66,Rented,Mass,579
C004142,48,Female,Qalyubia,Shubra El-Kheima,Government,Civil Servant,103,12430.47,Rented,Mass Affluent,532
C004143,44,Female,Assiut,Assiut City,Government,Police Officer,217,19674.88,Family-Owned,Mass Affluent,682
C004144,61,Male,Alexandria,Smouha,Business Owner,Retail Shop Owner,93,69829.24,Family-Owned,SME Owner,676
C004145,59,Male,Alexandria,Sidi Gaber,Private Sector,Sales Representative,44,41342.05,Owned,Mass,767
C004146,37,Male,Cairo,Maadi,Self-Employed,Freelance Consultant,117,18038.73,Family-Owned,Mass Affluent,579
C004147,37,Female,Qalyubia,Banha,Private Sector,Bank Employee,179,11631.82,Owned,Mass,728
C004148,61,Female,Giza,Sheikh Zayed,Government,Teacher,348,17893.33,Rented,Mass Affluent,623
C004149,34,Male,Alexandria,Smouha,Private Sector,Bank Employee,123,9627.84,Family-Owned,Mass,665
C004150,21,Female,Port Said,Port Said City,Government,Civil Servant,17,12043.23,Owned,Mass Affluent,592
C004151,44,Female,Cairo,Heliopolis,Private Sector,Sales Representative,79,21180.86,Family-Owned,Mass Affluent,505
C004152,31,Female,Giza,6th of October,Self-Employed,Lawyer,46,40422.01,Family-Owned,Mass Affluent,575
C004153,31,Female,Assiut,Assiut City,Self-Employed,Doctor,12,28305.76,Owned,Mass,531
C004154,62,Male,Giza,Mohandessin,Private Sector,Engineer,190,34804.98,Owned,Mass,580
C004155,43,Female,Cairo,Zamalek,Private Sector,Bank Employee,185,16863.76,Owned,Mass Affluent,566
C004156,34,Female,Beheira,Damanhur,Government,Public Health Worker,130,11254.46,Family-Owned,Mass,537
C004157,28,Male,Giza,Dokki,Private Sector,IT Specialist,90,33053.99,Family-Owned,Mass,609
C004158,45,Male,Cairo,Heliopolis,Private Sector,IT Specialist,66,33112.44,Rented,Affluent,672
C004159,22,Female,Gharbia,Al-Mahalla,Self-Employed,Contractor,18,27911.05,Owned,Mass,578
C004160,63,Female,Sharqia,10th of Ramadan,Government,Police Officer,135,7276.39,Owned,Mass,576
C004161,42,Male,Assiut,Assiut City,Government,Police Officer,174,8622.77,Owned,Mass,636
C004162,59,Male,Qalyubia,Banha,Self-Employed,Doctor,182,24190.83,Family-Owned,Mass,626
C004163,56,Male,Alexandria,Miami,Government,Teacher,292,8389.62,Family-Owned,Mass,551
C004164,48,Female,Gharbia,Tanta,Private Sector,Accountant,30,12952.38,Rented,Mass Affluent,470
C004165,50,Female,Gharbia,Tanta,Self-Employed,Freelance Consultant,320,10778.76,Owned,Mass,585
C004166,63,Female,Cairo,Zamalek,Private Sector,Sales Representative,186,11992,Family-Owned,Mass,610
C004167,41,Female,Suez,Suez City,Private Sector,Engineer,92,18849.28,Rented,Mass,503
C004168,38,Female,Suez,Suez City,Business Owner,Restaurant Owner,86,50944.39,Rented,SME Owner,662
C004169,48,Male,Cairo,Heliopolis,Private Sector,Bank Employee,172,27057.44,Rented,Affluent,648
C004170,42,Female,Dakahlia,Mansoura,Government,Police Officer,235,15882.04,Owned,Mass Affluent,587
C004171,62,Female,Assiut,Assiut City,Government,Police Officer,200,22651.03,Owned,Mass,776
C004172,23,Male,Cairo,Maadi,Self-Employed,Freelance Consultant,35,15142.04,Family-Owned,Mass,560
C004173,21,Male,Giza,Mohandessin,Government,Public Health Worker,35,12974.07,Rented,Mass Affluent,635
C004174,57,Male,Giza,Mohandessin,Government,Teacher,351,9257.43,Owned,Mass,648
C004175,32,Female,Gharbia,Tanta,Private Sector,IT Specialist,5,29480.81,Owned,Mass,553
C004176,58,Male,Cairo,Nasr City,Private Sector,IT Specialist,374,40146.87,Family-Owned,Mass,697
C004177,58,Female,Cairo,Maadi,Private Sector,Accountant,348,21320.51,Rented,Mass,653
C004178,34,Female,Cairo,Nasr City,Self-Employed,Doctor,87,63386.28,Family-Owned,Affluent,594
C004179,29,Male,Alexandria,Smouha,Self-Employed,Contractor,61,28052.58,Owned,Affluent,647
C004180,41,Female,Giza,Sheikh Zayed,Private Sector,Accountant,189,42501.34,Family-Owned,Mass Affluent,773
C004181,29,Male,Cairo,Zamalek,Private Sector,Engineer,98,33597.15,Rented,Mass,706
C004182,32,Male,Cairo,Maadi,Government,Public Health Worker,157,11559.1,Owned,Mass,637
C004183,31,Male,Cairo,Zamalek,Private Sector,Sales Representative,104,34690.36,Rented,Mass,612
C004184,60,Female,Assiut,Assiut City,Business Owner,Retail Shop Owner,42,79714.87,Owned,SME Owner,706
C004185,40,Female,Giza,6th of October,Private Sector,Engineer,180,20362.46,Owned,Mass Affluent,570
C004186,46,Female,Gharbia,Al-Mahalla,Business Owner,Retail Shop Owner,113,21547.57,Rented,SME Owner,475
C004187,35,Male,Cairo,Nasr City,Government,Teacher,59,14556.57,Family-Owned,Mass Affluent,574
C004188,41,Male,Cairo,New Cairo,Private Sector,Bank Employee,217,15602.61,Family-Owned,Mass,628
C004189,51,Female,Beheira,Damanhur,Government,Teacher,171,9638.42,Owned,Mass Affluent,438
C004190,38,Male,Suez,Suez City,Business Owner,Retail Shop Owner,161,34975.89,Family-Owned,SME Owner,692
C004191,56,Male,Giza,Sheikh Zayed,Government,Police Officer,168,14260.71,Rented,Mass Affluent,521
C004192,41,Female,Sharqia,10th of Ramadan,Private Sector,Bank Employee,75,25186.23,Family-Owned,Mass Affluent,523
C004193,25,Female,Cairo,Maadi,Government,Teacher,58,11742.61,Owned,Mass,658
C004194,35,Male,Qalyubia,Shubra El-Kheima,Government,Teacher,7,12814.32,Owned,Mass Affluent,624
C004195,55,Male,Giza,Dokki,Government,Teacher,258,17364.24,Owned,Mass,599
C004196,25,Female,Alexandria,Miami,Private Sector,Bank Employee,51,12563.89,Owned,Mass,578
C004197,43,Male,Beheira,Damanhur,Self-Employed,Lawyer,11,41025.95,Rented,Mass,585
C004198,39,Male,Suez,Suez City,Government,Teacher,45,14193.28,Owned,Mass,553
C004199,62,Female,Cairo,Nasr City,Government,Teacher,407,11441.18,Family-Owned,Mass,627
C004200,50,Female,Gharbia,Al-Mahalla,Private Sector,Sales Representative,119,30380.15,Family-Owned,Mass,673
C004201,51,Female,Cairo,Maadi,Private Sector,Accountant,67,17621.66,Rented,Affluent,443
C004202,30,Female,Assiut,Assiut City,Self-Employed,Lawyer,37,25331.22,Owned,Mass,557
C004203,43,Male,Cairo,Maadi,Self-Employed,Doctor,164,53791.25,Owned,Mass,718
C004204,63,Female,Alexandria,Sidi Gaber,Government,Teacher,338,13349,Rented,Affluent,564
C004205,30,Male,Gharbia,Al-Mahalla,Self-Employed,Doctor,22,33979.16,Family-Owned,Mass,588
C004206,61,Male,Cairo,Nasr City,Government,Teacher,333,11169.8,Rented,Mass Affluent,639
C004207,63,Male,Cairo,Heliopolis,Private Sector,IT Specialist,342,34740.09,Rented,Mass Affluent,737
C004208,44,Female,Alexandria,Sidi Gaber,Business Owner,Retail Shop Owner,261,73277.24,Owned,SME Owner,672
C004209,38,Female,Qalyubia,Shubra El-Kheima,Government,Police Officer,43,9171.71,Owned,Mass,626
C004210,30,Female,Alexandria,Sidi Gaber,Government,Civil Servant,70,18592,Rented,Mass Affluent,682
C004211,42,Female,Assiut,Assiut City,Government,Teacher,203,12112.81,Owned,Mass,615
C004212,36,Female,Cairo,Zamalek,Business Owner,Trading Business Owner,110,34280.82,Owned,SME Owner,705
C004213,24,Female,Minya,Minya City,Private Sector,IT Specialist,67,34147.29,Family-Owned,Mass,615
C004214,63,Male,Cairo,Nasr City,Private Sector,Bank Employee,140,29051.69,Family-Owned,Mass,592
C004215,63,Female,Alexandria,Miami,Business Owner,Retail Shop Owner,112,111949.55,Owned,SME Owner,787
C004216,39,Male,Port Said,Port Said City,Government,Police Officer,57,14426.36,Family-Owned,Mass,566
C004217,49,Male,Dakahlia,Mansoura,Private Sector,Sales Representative,164,37552.79,Family-Owned,Affluent,615
C004218,35,Male,Dakahlia,Mansoura,Private Sector,Accountant,111,24666.58,Owned,Mass,579
C004219,24,Male,Dakahlia,Mansoura,Private Sector,IT Specialist,44,35357.64,Owned,Affluent,644
C004220,29,Male,Alexandria,Sidi Gaber,Self-Employed,Contractor,127,47103.52,Family-Owned,Mass Affluent,545
C004221,28,Female,Suez,Suez City,Self-Employed,Contractor,108,34734.95,Family-Owned,Affluent,629
C004222,51,Male,Giza,6th of October,Self-Employed,Lawyer,245,38840.72,Owned,Mass Affluent,672
C004223,46,Female,Cairo,New Cairo,Government,Public Health Worker,264,11370.91,Family-Owned,Mass,535
C004224,53,Male,Dakahlia,Mansoura,Government,Teacher,355,11848.88,Family-Owned,Mass,664
C004225,38,Male,Dakahlia,Mansoura,Private Sector,Engineer,56,31750.4,Family-Owned,Mass Affluent,596
C004226,42,Male,Gharbia,Tanta,Self-Employed,Lawyer,238,19349.92,Owned,Mass Affluent,640
C004227,36,Female,Giza,6th of October,Private Sector,Engineer,51,22025.43,Rented,Mass Affluent,609
C004228,38,Male,Alexandria,Miami,Private Sector,Accountant,176,17903.47,Owned,Mass,544
C004229,57,Female,Alexandria,Miami,Government,Police Officer,388,19381.25,Owned,Mass,691
C004230,39,Female,Giza,Dokki,Government,Teacher,41,13696.93,Owned,Mass,794
C004231,64,Female,Assiut,Assiut City,Business Owner,Trading Business Owner,229,55300.31,Family-Owned,SME Owner,615
C004232,23,Male,Cairo,New Cairo,Private Sector,Bank Employee,48,31517.12,Family-Owned,Mass,494
C004233,27,Female,Cairo,New Cairo,Private Sector,Accountant,99,23158.62,Owned,Mass Affluent,581
C004234,39,Female,Gharbia,Tanta,Self-Employed,Contractor,226,20721.2,Owned,Mass Affluent,507
C004235,62,Female,Alexandria,Sidi Gaber,Government,Police Officer,198,12452.96,Rented,Mass Affluent,636
C004236,32,Male,Giza,Mohandessin,Government,Police Officer,4,6421.21,Family-Owned,Mass Affluent,388
C004237,39,Male,Minya,Minya City,Business Owner,Retail Shop Owner,52,95485.64,Rented,SME Owner,697
C004238,23,Female,Alexandria,Sidi Gaber,Private Sector,Sales Representative,53,33484.89,Family-Owned,Mass,665
C004239,32,Male,Cairo,Zamalek,Private Sector,Accountant,41,54127.04,Family-Owned,Mass,565
C004240,50,Female,Port Said,Port Said City,Government,Civil Servant,276,10866.64,Family-Owned,Mass,461
C004241,49,Male,Alexandria,Sidi Gaber,Private Sector,Accountant,324,48130.44,Owned,Mass Affluent,703
C004242,27,Male,Cairo,Zamalek,Government,Public Health Worker,3,17485.49,Owned,Mass,730
C004243,53,Male,Cairo,New Cairo,Business Owner,Retail Shop Owner,72,46020.83,Family-Owned,SME Owner,623
C004244,28,Male,Giza,Dokki,Government,Civil Servant,30,17834.91,Owned,Mass,655
C004245,29,Female,Beheira,Damanhur,Private Sector,Engineer,28,28327.71,Owned,Mass,637
C004246,63,Female,Beheira,Damanhur,Private Sector,Sales Representative,407,13895.65,Rented,Mass Affluent,615
C004247,60,Male,Giza,Dokki,Private Sector,Accountant,295,26444.8,Family-Owned,Mass,567
C004248,34,Female,Sharqia,Zagazig,Government,Police Officer,190,8671.55,Rented,Mass,499
C004249,54,Female,Cairo,Nasr City,Private Sector,Bank Employee,73,35424.58,Family-Owned,Mass Affluent,651
C004250,30,Female,Qalyubia,Shubra El-Kheima,Government,Police Officer,55,18441.6,Family-Owned,Mass Affluent,691
C004251,48,Male,Cairo,Maadi,Private Sector,Accountant,230,43332.78,Owned,Affluent,646
C004252,40,Male,Giza,Sheikh Zayed,Government,Civil Servant,235,19787.76,Rented,Mass Affluent,724
C004253,64,Male,Gharbia,Al-Mahalla,Private Sector,Accountant,72,40452.58,Rented,Mass Affluent,610
C004254,62,Male,Gharbia,Al-Mahalla,Government,Public Health Worker,69,10887.48,Owned,Mass,581
C004255,39,Female,Qalyubia,Shubra El-Kheima,Self-Employed,Freelance Consultant,233,29415.9,Family-Owned,Mass Affluent,642
C004256,41,Female,Giza,Mohandessin,Private Sector,Accountant,127,22668.69,Owned,Mass Affluent,636
C004257,53,Female,Sharqia,10th of Ramadan,Private Sector,Bank Employee,336,22092.23,Owned,Mass Affluent,655
C004258,48,Male,Gharbia,Tanta,Government,Police Officer,185,20648.14,Rented,Mass Affluent,718
C004259,63,Female,Gharbia,Tanta,Government,Police Officer,328,13023.64,Rented,Mass,603
C004260,32,Female,Qalyubia,Shubra El-Kheima,Business Owner,Retail Shop Owner,137,25533.05,Rented,SME Owner,623
C004261,32,Female,Minya,Minya City,Business Owner,Retail Shop Owner,134,35191.37,Owned,SME Owner,726
C004262,38,Female,Dakahlia,Mansoura,Self-Employed,Freelance Consultant,160,59027.07,Rented,Mass,663
C004263,48,Male,Cairo,Heliopolis,Self-Employed,Freelance Consultant,103,37322.68,Family-Owned,Mass,642
C004264,45,Female,Giza,6th of October,Government,Police Officer,84,15074.39,Family-Owned,Mass Affluent,659
C004265,24,Female,Beheira,Damanhur,Self-Employed,Freelance Consultant,40,61307.57,Owned,Mass Affluent,754
C004266,46,Male,Minya,Minya City,Self-Employed,Lawyer,293,14050.23,Owned,Affluent,588
C004267,64,Female,Cairo,Nasr City,Private Sector,Engineer,318,19429.26,Family-Owned,Mass,633
C004268,41,Male,Giza,Sheikh Zayed,Private Sector,IT Specialist,240,32847.09,Owned,Mass,600
C004269,50,Female,Assiut,Assiut City,Private Sector,IT Specialist,295,15862.46,Owned,Mass,563
C004270,32,Male,Qalyubia,Banha,Government,Public Health Worker,137,8026.97,Family-Owned,Mass,565
C004271,28,Female,Assiut,Assiut City,Private Sector,Accountant,9,22902.69,Family-Owned,Mass Affluent,534
C004272,61,Female,Giza,Sheikh Zayed,Private Sector,Bank Employee,329,20196.46,Family-Owned,Affluent,561
C004273,40,Male,Giza,Sheikh Zayed,Self-Employed,Contractor,222,63098.27,Family-Owned,Mass,782
C004274,47,Male,Port Said,Port Said City,Government,Civil Servant,201,16676.55,Family-Owned,Mass Affluent,725
C004275,52,Female,Cairo,Heliopolis,Business Owner,Retail Shop Owner,351,59898.38,Family-Owned,SME Owner,599
C004276,37,Female,Cairo,New Cairo,Private Sector,IT Specialist,10,12872.45,Family-Owned,Mass Affluent,549
C004277,38,Female,Gharbia,Tanta,Self-Employed,Doctor,179,27061.05,Family-Owned,Mass,593
C004278,53,Male,Cairo,Nasr City,Business Owner,Trading Business Owner,416,33926.47,Owned,SME Owner,599
C004279,46,Male,Qalyubia,Banha,Self-Employed,Lawyer,216,21983.3,Family-Owned,Mass,554
C004280,56,Male,Beheira,Damanhur,Private Sector,Bank Employee,312,32289.68,Rented,Mass,692
C004281,37,Female,Giza,Dokki,Private Sector,Accountant,17,49636.95,Owned,Mass,682
C004282,26,Female,Qalyubia,Banha,Government,Public Health Worker,83,16978.8,Owned,Mass Affluent,701
C004283,58,Female,Dakahlia,Mansoura,Business Owner,Restaurant Owner,270,66521.88,Owned,SME Owner,666
C004284,55,Male,Sharqia,10th of Ramadan,Government,Civil Servant,310,13521.78,Family-Owned,Mass,600
C004285,33,Female,Giza,6th of October,Private Sector,IT Specialist,169,11189.57,Family-Owned,Mass Affluent,507
C004286,48,Female,Cairo,Maadi,Private Sector,IT Specialist,119,38414.08,Rented,Mass Affluent,692
C004287,50,Male,Cairo,New Cairo,Government,Teacher,127,10598.93,Rented,Mass,702
C004288,64,Male,Cairo,Heliopolis,Self-Employed,Lawyer,20,25017.49,Family-Owned,Mass,583
C004289,36,Female,Cairo,New Cairo,Government,Civil Servant,97,17154.77,Owned,Mass Affluent,672
C004290,44,Male,Alexandria,Sidi Gaber,Government,Police Officer,208,15130.66,Family-Owned,Mass,556
C004291,23,Female,Giza,Mohandessin,Government,Public Health Worker,38,16123.06,Owned,Affluent,749
C004292,44,Male,Cairo,Nasr City,Self-Employed,Freelance Consultant,220,25681.74,Rented,Mass Affluent,557
C004293,22,Female,Alexandria,Miami,Government,Civil Servant,17,14844.31,Family-Owned,Mass,583
C004294,46,Female,Cairo,Heliopolis,Business Owner,Retail Shop Owner,77,43318.79,Rented,SME Owner,626
C004295,61,Female,Cairo,Nasr City,Self-Employed,Freelance Consultant,42,40611.4,Rented,Mass Affluent,564
C004296,33,Female,Alexandria,Sidi Gaber,Private Sector,Engineer,177,48455.48,Owned,Affluent,664
C004297,36,Female,Sharqia,Zagazig,Government,Teacher,132,10564.71,Owned,Mass Affluent,614
C004298,44,Female,Qalyubia,Banha,Government,Civil Servant,265,15835.04,Rented,Mass,563
C004299,58,Female,Beheira,Damanhur,Private Sector,IT Specialist,335,33495.76,Rented,Affluent,753
C004300,57,Female,Giza,Sheikh Zayed,Self-Employed,Doctor,120,40825.44,Rented,Affluent,661
C004301,58,Male,Gharbia,Al-Mahalla,Government,Teacher,266,8461.87,Family-Owned,Mass Affluent,616
C004302,34,Male,Dakahlia,Mansoura,Business Owner,Trading Business Owner,108,37392.47,Family-Owned,SME Owner,694
C004303,37,Male,Cairo,Nasr City,Private Sector,Sales Representative,92,41056.52,Owned,Mass,616
C004304,27,Male,Gharbia,Al-Mahalla,Government,Civil Servant,102,15404.12,Owned,Affluent,663
C004305,25,Male,Giza,Dokki,Private Sector,IT Specialist,36,14891.32,Owned,Mass,555
C004306,34,Male,Qalyubia,Shubra El-Kheima,Self-Employed,Contractor,11,12737.86,Family-Owned,Mass,552
C004307,45,Female,Cairo,Maadi,Private Sector,Bank Employee,217,26653.72,Rented,Mass,618
C004308,43,Female,Minya,Minya City,Private Sector,Accountant,143,27525.83,Family-Owned,Mass,604
C004309,51,Female,Alexandria,Sidi Gaber,Private Sector,Engineer,382,18346.76,Owned,Mass,608
C004310,31,Male,Port Said,Port Said City,Private Sector,Accountant,53,41420.98,Rented,Mass Affluent,680
C004311,65,Female,Cairo,Zamalek,Government,Civil Servant,389,12540.33,Owned,Mass,707
C004312,44,Male,Cairo,Heliopolis,Business Owner,Restaurant Owner,39,20166.92,Family-Owned,SME Owner,494
C004313,46,Female,Dakahlia,Mansoura,Private Sector,Bank Employee,75,32615.49,Family-Owned,Mass,557
C004314,23,Female,Minya,Minya City,Self-Employed,Lawyer,56,13507.24,Owned,Mass,512
C004315,44,Female,Dakahlia,Mansoura,Government,Civil Servant,159,6469.53,Owned,Mass,531
C004316,53,Male,Cairo,New Cairo,Business Owner,Retail Shop Owner,256,54980.31,Family-Owned,SME Owner,605
C004317,62,Female,Port Said,Port Said City,Private Sector,Sales Representative,111,32474.97,Family-Owned,Mass,673
C004318,54,Female,Cairo,Maadi,Private Sector,Accountant,52,36642.38,Owned,Mass,737
C004319,57,Male,Assiut,Assiut City,Government,Teacher,68,7316.34,Family-Owned,Mass Affluent,626
C004320,41,Male,Giza,6th of October,Self-Employed,Freelance Consultant,78,64835.27,Owned,Affluent,815
C004321,46,Female,Qalyubia,Banha,Self-Employed,Lawyer,81,27718.52,Family-Owned,Affluent,471
C004322,62,Female,Minya,Minya City,Private Sector,IT Specialist,329,18489.58,Rented,Mass Affluent,665
C004323,35,Male,Sharqia,10th of Ramadan,Self-Employed,Lawyer,132,67575.48,Family-Owned,Mass,788
C004324,65,Female,Beheira,Damanhur,Self-Employed,Lawyer,331,53425.7,Family-Owned,Mass,677
C004325,26,Female,Cairo,New Cairo,Business Owner,Restaurant Owner,49,55713.62,Owned,SME Owner,583
C004326,51,Male,Dakahlia,Mansoura,Government,Police Officer,43,15880.12,Rented,Mass Affluent,624
C004327,23,Female,Cairo,Nasr City,Self-Employed,Lawyer,30,41851.25,Owned,Mass,684
C004328,40,Female,Alexandria,Miami,Business Owner,Retail Shop Owner,219,105197.74,Owned,SME Owner,735
C004329,49,Female,Cairo,Nasr City,Self-Employed,Doctor,335,49384.19,Rented,Affluent,668
C004330,60,Female,Port Said,Port Said City,Self-Employed,Doctor,68,54851.73,Owned,Mass,667
C004331,30,Male,Cairo,Nasr City,Private Sector,Accountant,131,25081.77,Family-Owned,Mass Affluent,585
C004332,53,Male,Alexandria,Sidi Gaber,Government,Police Officer,98,10325.07,Rented,Mass,583
C004333,59,Male,Dakahlia,Mansoura,Government,Teacher,269,15827.02,Owned,Mass,582
C004334,41,Female,Assiut,Assiut City,Private Sector,IT Specialist,159,14673.62,Rented,Mass,578
C004335,41,Female,Port Said,Port Said City,Private Sector,IT Specialist,183,29397.39,Rented,Mass,701
C004336,38,Female,Alexandria,Sidi Gaber,Private Sector,Accountant,175,11124.85,Family-Owned,Mass,497
C004337,21,Male,Giza,6th of October,Self-Employed,Contractor,3,32024.58,Owned,Mass Affluent,576
C004338,65,Female,Suez,Suez City,Government,Public Health Worker,297,8517.51,Rented,Mass,636
C004339,62,Female,Cairo,Heliopolis,Business Owner,Trading Business Owner,329,61594.76,Family-Owned,SME Owner,609
C004340,29,Female,Sharqia,Zagazig,Self-Employed,Freelance Consultant,127,39696.22,Owned,Affluent,640
C004341,52,Male,Qalyubia,Shubra El-Kheima,Government,Public Health Worker,288,19590.49,Family-Owned,Mass,691
C004342,39,Female,Cairo,Heliopolis,Government,Teacher,173,12631.05,Rented,Mass,559
C004343,24,Female,Qalyubia,Shubra El-Kheima,Private Sector,IT Specialist,34,27934.79,Rented,Affluent,551
C004344,50,Male,Giza,Mohandessin,Government,Teacher,250,15418.87,Owned,Mass Affluent,625
C004345,41,Male,Alexandria,Sidi Gaber,Private Sector,Sales Representative,35,32394.49,Family-Owned,Mass,626
C004346,37,Female,Cairo,New Cairo,Government,Public Health Worker,220,8014.66,Family-Owned,Mass Affluent,525
C004347,27,Female,Dakahlia,Mansoura,Self-Employed,Contractor,78,44591.88,Owned,Mass,617
C004348,62,Male,Cairo,Nasr City,Self-Employed,Contractor,51,39256.26,Owned,Mass Affluent,559
C004349,22,Female,Cairo,New Cairo,Business Owner,Retail Shop Owner,29,44772.13,Owned,SME Owner,590
C004350,32,Male,Gharbia,Tanta,Self-Employed,Freelance Consultant,131,56633.47,Owned,Mass,612
C004351,35,Male,Giza,Dokki,Self-Employed,Freelance Consultant,22,42368.34,Family-Owned,Mass,676
C004352,33,Female,Giza,Mohandessin,Private Sector,Bank Employee,111,31631.26,Owned,Mass,773
C004353,61,Male,Minya,Minya City,Government,Teacher,48,16725.32,Owned,Mass,672
C004354,61,Male,Gharbia,Al-Mahalla,Business Owner,Retail Shop Owner,75,29021.87,Family-Owned,SME Owner,497
C004355,24,Male,Beheira,Damanhur,Business Owner,Retail Shop Owner,12,23817.84,Family-Owned,SME Owner,661
C004356,28,Female,Suez,Suez City,Government,Public Health Worker,44,14201.66,Rented,Mass Affluent,639
C004357,27,Male,Cairo,Maadi,Government,Police Officer,24,18732.69,Rented,Mass,652
C004358,33,Male,Qalyubia,Shubra El-Kheima,Private Sector,Accountant,147,12523.39,Family-Owned,Mass,527
C004359,38,Female,Dakahlia,Mansoura,Private Sector,Accountant,97,17556.14,Rented,Mass,565
C004360,55,Female,Giza,Mohandessin,Private Sector,Sales Representative,373,35041.14,Rented,Mass Affluent,675
C004361,60,Male,Assiut,Assiut City,Business Owner,Trading Business Owner,319,56285.9,Family-Owned,SME Owner,747
C004362,43,Male,Qalyubia,Shubra El-Kheima,Self-Employed,Doctor,218,47507.46,Family-Owned,Mass,680
C004363,43,Male,Giza,Sheikh Zayed,Government,Police Officer,233,20391.54,Rented,Mass,803
C004364,27,Male,Giza,Sheikh Zayed,Government,Public Health Worker,7,13340.42,Family-Owned,Mass Affluent,683
C004365,55,Female,Giza,Dokki,Private Sector,IT Specialist,13,8031.79,Rented,Mass,620
C004366,41,Male,Gharbia,Al-Mahalla,Government,Public Health Worker,164,8344.32,Owned,Mass Affluent,593
C004367,47,Female,Cairo,Maadi,Private Sector,Engineer,113,29132.52,Family-Owned,Affluent,680
C004368,42,Male,Alexandria,Sidi Gaber,Business Owner,Trading Business Owner,95,52899.58,Family-Owned,SME Owner,740
C004369,59,Female,Cairo,Nasr City,Private Sector,Bank Employee,334,28065.61,Owned,Affluent,715
C004370,55,Male,Beheira,Damanhur,Private Sector,Accountant,244,29101.72,Family-Owned,Mass,596
C004371,51,Male,Qalyubia,Banha,Business Owner,Trading Business Owner,75,104349.59,Rented,SME Owner,782
C004372,47,Male,Assiut,Assiut City,Private Sector,Sales Representative,199,44860.12,Rented,Mass Affluent,673
C004373,33,Male,Minya,Minya City,Self-Employed,Contractor,120,43491.88,Owned,Mass,765
C004374,33,Male,Cairo,Maadi,Private Sector,Engineer,130,37447.38,Rented,Mass,777
