collection_id,loan_id,collection_date,collection_stage,action_type,contact_attempt_number,collection_status,promise_to_pay_flag,promise_amount,promise_date
COL006087002,L006087,2023-06-24,Mid,Phone Call,2,Promise Made,FALSE,,
COL006087003,L006087,2023-07-25,Mid,Phone Call,3,Promise Made,FALSE,,
COL006087004,L006087,2023-08-20,Mid,Phone Call,4,No Response,FALSE,,
COL006087005,L006087,2023-10-19,Early,SMS,5,Contacted,FALSE,,
COL006087006,L006087,2023-12-24,Early,SMS,6,Contacted,FALSE,,
COL006087007,L006087,2024-01-25,Mid,Phone Call,7,Promise Made,TRUE,10936.97,2024-02-03
COL006087008,L006087,2024-02-20,Legal,Legal Action,8,Contacted,FALSE,,
COL006088001,L006088,2022-12-21,Early,SMS,1,Promise Made,FALSE,,
COL006089001,L006089,2022-12-02,Legal,Legal Action,1,No Response,FALSE,,
COL006090001,L006090,2023-10-26,Early,SMS,1,No Response,TRUE,836.83,2023-11-07
COL006091001,L006091,2023-07-23,Early,SMS,1,No Response,FALSE,,
COL006091002,L006091,2024-11-01,Early,SMS,2,Promise Made,FALSE,,
COL006091003,L006091,2025-07-26,Early,SMS,3,Escalated,TRUE,2462.8,2025-08-12
COL006092001,L006092,2024-04-30,Early,SMS,1,Contacted,FALSE,,
COL006093001,L006093,2023-01-22,Early,SMS,1,Promise Made,TRUE,1782.96,2023-02-13
COL006093002,L006093,2023-07-29,Early,SMS,2,Escalated,FALSE,,
COL006093003,L006093,2024-04-23,Early,SMS,3,Contacted,FALSE,,
COL006093004,L006093,2024-11-26,Early,SMS,4,Escalated,FALSE,,
COL006093005,L006093,2026-03-29,Early,SMS,5,No Response,TRUE,1782.72,2026-04-06
COL006094001,L006094,2023-11-28,Early,SMS,1,Contacted,FALSE,,
COL006095001,L006095,2024-06-27,Early,SMS,1,Contacted,FALSE,,
COL006096001,L006096,2022-12-01,Early,SMS,1,Escalated,FALSE,,
COL006096002,L006096,2023-03-24,Early,SMS,2,Escalated,FALSE,,
COL006096003,L006096,2023-04-21,Early,SMS,3,Escalated,FALSE,,
COL006096004,L006096,2023-05-31,Early,SMS,4,No Response,FALSE,,
COL006097001,L006097,2022-11-27,Mid,Phone Call,1,Promise Made,FALSE,,
COL006097002,L006097,2022-12-23,Mid,Phone Call,2,Promise Made,FALSE,,
COL006097003,L006097,2023-01-20,Legal,Legal Action,3,No Response,TRUE,7841.69,2023-02-09
COL006098001,L006098,2022-11-02,Early,SMS,1,Contacted,FALSE,,
COL006098002,L006098,2023-01-24,Mid,Phone Call,2,Escalated,FALSE,,
COL006098003,L006098,2023-04-30,Early,SMS,3,Contacted,TRUE,5516.6,2023-05-13
COL006098004,L006098,2023-05-30,Mid,Phone Call,4,Contacted,FALSE,,
COL006098005,L006098,2023-06-30,Mid,Phone Call,5,Promise Made,FALSE,,
COL006098006,L006098,2023-07-29,Early,SMS,6,Promise Made,FALSE,,
COL006098007,L006098,2023-09-24,Legal,Legal Action,7,Escalated,FALSE,,
COL006099001,L006099,2023-03-20,Early,SMS,1,Escalated,FALSE,,
COL006099002,L006099,2023-06-24,Early,SMS,2,No Response,FALSE,,
COL006099003,L006099,2024-07-25,Early,SMS,3,Escalated,TRUE,10507.71,2024-08-06
COL006100001,L006100,2023-11-23,Early,SMS,1,No Response,FALSE,,
COL006101001,L006101,2023-09-20,Early,SMS,1,No Response,FALSE,,
COL006101002,L006101,2024-01-22,Early,SMS,2,Escalated,FALSE,,
COL006101003,L006101,2024-02-20,Early,SMS,3,Contacted,TRUE,1191.21,2024-03-06
COL006101004,L006101,2024-08-01,Early,SMS,4,Contacted,FALSE,,
COL006101005,L006101,2025-01-31,Early,SMS,5,Escalated,FALSE,,
COL006101006,L006101,2025-06-01,Early,SMS,6,No Response,FALSE,,
COL006101007,L006101,2025-07-24,Legal,Legal Action,7,Contacted,FALSE,,
COL006102001,L006102,2022-11-23,Early,SMS,1,No Response,FALSE,,
COL006102002,L006102,2022-12-23,Early,SMS,2,Contacted,FALSE,,
COL006102003,L006102,2023-06-03,Early,SMS,3,No Response,FALSE,,
COL006102004,L006102,2023-07-02,Early,SMS,4,No Response,TRUE,4338.16,2023-07-13
COL006102005,L006102,2023-07-23,Legal,Legal Action,5,Contacted,FALSE,,
COL006104001,L006104,2022-10-25,Early,SMS,1,Contacted,FALSE,,
COL006104002,L006104,2022-11-21,Early,SMS,2,Promise Made,TRUE,3577.87,2022-12-07
COL006104003,L006104,2022-12-21,Early,SMS,3,Contacted,FALSE,,
COL006104004,L006104,2023-02-04,Early,SMS,4,No Response,TRUE,3577.87,2023-02-14
COL006104005,L006104,2023-02-21,Legal,Legal Action,5,Contacted,FALSE,,
COL006104006,L006104,2023-11-22,Early,SMS,1,Contacted,FALSE,,
COL006104007,L006104,2024-08-29,Early,SMS,2,Promise Made,FALSE,,
COL006104008,L006104,2025-05-02,Early,SMS,3,No Response,TRUE,3153.93,2025-05-14
COL006104009,L006104,2025-08-04,Early,SMS,4,No Response,FALSE,,
COL006104010,L006104,2026-02-27,Early,SMS,5,Promise Made,FALSE,,
COL006105001,L006105,2023-03-29,Early,SMS,1,Escalated,FALSE,,
COL006105002,L006105,2024-01-02,Early,SMS,2,Escalated,FALSE,,
COL006105003,L006105,2024-03-26,Early,SMS,3,Promise Made,TRUE,2254.49,2024-04-13
COL006105004,L006105,2024-10-28,Early,SMS,4,Contacted,FALSE,,
COL006105005,L006105,2024-12-31,Early,SMS,5,No Response,FALSE,,
COL006106001,L006106,2023-04-26,Legal,Legal Action,1,Contacted,FALSE,,
COL006107001,L006107,2022-10-23,Early,SMS,1,Escalated,FALSE,,
COL006107002,L006107,2022-12-30,Early,SMS,2,Promise Made,TRUE,5260.95,2023-01-13
COL006107003,L006107,2025-06-29,Early,SMS,3,Contacted,FALSE,,
COL006108001,L006108,2023-02-23,Early,SMS,1,Contacted,FALSE,,
COL006108002,L006108,2023-03-28,Legal,Legal Action,2,Promise Made,TRUE,4473.24,2023-04-09
COL006109001,L006109,2022-11-30,Early,SMS,1,Promise Made,FALSE,,
COL006109002,L006109,2023-04-21,Early,SMS,2,Promise Made,TRUE,12399.66,2023-05-13
COL006109003,L006109,2023-06-22,Early,SMS,3,Escalated,FALSE,,
COL006109004,L006109,2023-10-04,Early,SMS,4,Contacted,FALSE,,
COL006109005,L006109,2023-12-03,Early,SMS,5,Promise Made,TRUE,12399.66,2023-12-06
COL006109006,L006109,2024-09-01,Early,SMS,6,Contacted,FALSE,,
COL006109007,L006109,2025-02-01,Early,SMS,7,Promise Made,FALSE,,
COL006110001,L006110,2023-04-29,Early,SMS,1,No Response,FALSE,,
COL006111001,L006111,2023-09-01,Early,SMS,1,Escalated,FALSE,,
COL006111002,L006111,2024-03-02,Early,SMS,2,Escalated,TRUE,1290.06,2024-03-12
COL006112001,L006112,2022-11-22,Early,SMS,1,Promise Made,FALSE,,
COL006112002,L006112,2022-12-30,Early,SMS,2,Promise Made,FALSE,,
COL006112003,L006112,2023-06-02,Early,SMS,3,Promise Made,TRUE,6250.03,2023-06-13
COL006112004,L006112,2025-01-01,Early,SMS,4,No Response,FALSE,,
COL006112005,L006112,2025-06-21,Legal,Legal Action,5,Escalated,FALSE,,
COL006113001,L006113,2022-10-24,Legal,Legal Action,1,Escalated,FALSE,,
COL006114001,L006114,2023-05-23,Early,SMS,1,Contacted,FALSE,,
COL006114002,L006114,2023-07-29,Early,SMS,2,No Response,FALSE,,
COL006115001,L006115,2023-03-06,Mid,Phone Call,1,Escalated,TRUE,1281.34,2023-03-11
COL006115002,L006115,2023-04-24,Early,SMS,2,Escalated,FALSE,,
COL006115003,L006115,2023-06-03,Early,SMS,3,Escalated,FALSE,,
COL006115004,L006115,2023-06-22,Early,SMS,4,Escalated,FALSE,,
COL006115005,L006115,2023-09-03,Early,SMS,5,Escalated,TRUE,1281.34,2023-09-06
COL006115006,L006115,2023-12-24,Early,SMS,6,No Response,TRUE,1281.34,2024-01-09
COL006115007,L006115,2024-01-23,Early,SMS,7,No Response,FALSE,,
COL006115008,L006115,2024-03-29,Early,SMS,8,Escalated,TRUE,1281.34,2024-04-14
COL006115009,L006115,2024-04-29,Legal,Legal Action,9,No Response,FALSE,,
COL006116001,L006116,2022-12-04,Early,SMS,1,Contacted,FALSE,,
COL006116002,L006116,2023-06-01,Early,SMS,2,Contacted,FALSE,,
COL006116003,L006116,2023-08-22,Early,SMS,3,Promise Made,FALSE,,
COL006117001,L006117,2023-01-29,Early,SMS,1,No Response,TRUE,1057.66,2023-02-08
COL006117002,L006117,2023-07-31,Legal,Legal Action,2,Promise Made,TRUE,1057.66,2023-08-11
COL006118001,L006118,2023-05-02,Early,SMS,1,Promise Made,TRUE,743.34,2023-05-15
COL006118002,L006118,2023-11-21,Legal,Legal Action,2,Contacted,FALSE,,
COL006119001,L006119,2022-11-03,Early,SMS,1,Promise Made,FALSE,,
COL006119002,L006119,2023-04-24,Early,SMS,2,Contacted,FALSE,,
COL006119003,L006119,2023-09-03,Early,SMS,3,Promise Made,FALSE,,
COL006119004,L006119,2023-09-27,Legal,Legal Action,4,Contacted,TRUE,4721.7,2023-10-10
COL006120001,L006120,2023-03-25,Early,SMS,1,No Response,FALSE,,
COL006120002,L006120,2024-01-02,Early,SMS,2,No Response,TRUE,8016.92,2024-01-12
COL006121001,L006121,2023-04-22,Early,SMS,1,Contacted,FALSE,,
COL006121002,L006121,2024-10-02,Early,SMS,2,No Response,TRUE,9845.91,2024-10-16
COL006122001,L006122,2022-10-31,Early,SMS,1,No Response,FALSE,,
COL006122002,L006122,2023-04-03,Early,SMS,2,Promise Made,FALSE,,
COL006122003,L006122,2023-10-05,Early,SMS,3,Escalated,FALSE,,
COL006122004,L006122,2024-01-04,Mid,Phone Call,4,No Response,FALSE,,
COL006122005,L006122,2024-04-30,Early,SMS,5,Contacted,TRUE,8974.06,2024-05-16
COL006122006,L006122,2024-06-01,Early,SMS,6,Escalated,TRUE,8974.06,2024-06-07
COL006122007,L006122,2024-07-03,Early,SMS,7,Promise Made,TRUE,8974.06,2024-07-13
COL006122008,L006122,2024-10-28,Mid,Phone Call,8,Promise Made,FALSE,,
COL006122009,L006122,2025-03-29,Early,SMS,9,Contacted,TRUE,8974.06,2025-04-14
COL006122010,L006122,2025-05-25,Early,SMS,10,Promise Made,FALSE,,
COL006123001,L006123,2022-11-22,Early,SMS,1,Escalated,FALSE,,
COL006123002,L006123,2023-02-23,Early,SMS,2,Promise Made,FALSE,,
COL006124001,L006124,2023-05-04,Early,SMS,1,Escalated,TRUE,5603.53,2023-05-12
COL006125001,L006125,2023-12-06,Early,SMS,1,No Response,FALSE,,
COL006125002,L006125,2024-12-30,Early,SMS,2,Promise Made,TRUE,2023.34,2025-01-09
COL006125003,L006125,2026-04-22,Early,SMS,3,Contacted,FALSE,,
COL006126001,L006126,2022-11-25,Legal,Legal Action,1,Promise Made,FALSE,,
COL006127001,L006127,2023-04-24,Early,SMS,1,Escalated,FALSE,,
COL006127002,L006127,2023-07-22,Early,SMS,2,Promise Made,FALSE,,
COL006128001,L006128,2022-10-25,Early,SMS,1,Escalated,FALSE,,
COL006128002,L006128,2022-12-01,Early,SMS,2,Contacted,FALSE,,
COL006128003,L006128,2023-01-24,Early,SMS,3,Contacted,FALSE,,
COL006128004,L006128,2023-03-31,Mid,Phone Call,4,Promise Made,TRUE,2572.19,2023-04-11
COL006128005,L006128,2023-06-02,Early,SMS,5,Escalated,FALSE,,
COL006128006,L006128,2023-06-25,Early,SMS,6,No Response,TRUE,2572.19,2023-07-16
COL006128007,L006128,2023-07-30,Early,SMS,7,Promise Made,FALSE,,
COL006128008,L006128,2023-08-23,Mid,Phone Call,8,Promise Made,FALSE,,
COL006128009,L006128,2023-11-23,Legal,Legal Action,9,Contacted,FALSE,,
COL006129001,L006129,2023-02-27,Early,SMS,1,Contacted,FALSE,,
COL006129002,L006129,2023-03-29,Early,SMS,2,Escalated,TRUE,3044.95,2023-04-14
COL006129003,L006129,2023-04-22,Legal,Legal Action,3,Promise Made,FALSE,,
COL006129004,L006129,2023-05-24,Legal,Legal Action,4,Escalated,TRUE,3044.95,2023-06-13
COL006129005,L006129,2024-02-23,Early,SMS,1,Contacted,TRUE,1897.87,2024-03-09
COL006129006,L006129,2024-04-23,Early,SMS,2,Contacted,FALSE,,
COL006129007,L006129,2024-12-01,Early,SMS,3,Escalated,FALSE,,
COL006129008,L006129,2025-03-25,Early,SMS,4,Escalated,TRUE,1897.87,2025-04-09
COL006129009,L006129,2026-05-29,Early,SMS,5,Promise Made,TRUE,1897.87,2026-06-09
COL006130001,L006130,2023-04-27,Early,SMS,1,No Response,FALSE,,
COL006130002,L006130,2023-08-03,Early,SMS,2,No Response,FALSE,,
COL006131001,L006131,2023-04-26,Early,SMS,1,Escalated,FALSE,,
COL006132001,L006132,2023-09-05,Early,SMS,1,Contacted,FALSE,,
COL006132002,L006132,2024-04-25,Early,SMS,2,Promise Made,TRUE,6469.66,2024-05-16
COL006132003,L006132,2024-12-27,Early,SMS,3,Contacted,TRUE,6469.8,2025-01-08
COL006133001,L006133,2023-07-22,Early,SMS,1,No Response,FALSE,,
COL006133002,L006133,2023-10-31,Legal,Legal Action,2,Promise Made,FALSE,,
COL006134001,L006134,2023-04-24,Early,SMS,1,Promise Made,FALSE,,
COL006134002,L006134,2025-06-27,Early,SMS,2,Escalated,TRUE,3943.64,2025-07-07
COL006134003,L006134,2025-10-31,Early,SMS,3,Promise Made,FALSE,,
COL006134004,L006134,2025-12-29,Early,SMS,4,Contacted,FALSE,,
COL006134005,L006134,2026-03-01,Early,SMS,5,Escalated,FALSE,,
COL006135001,L006135,2023-06-04,Early,SMS,1,Contacted,FALSE,,
COL006135002,L006135,2024-05-23,Early,SMS,2,No Response,FALSE,,
COL006135003,L006135,2024-10-05,Early,SMS,3,Escalated,FALSE,,
COL006136001,L006136,2022-10-27,Early,SMS,1,No Response,FALSE,,
COL006136002,L006136,2023-04-03,Early,SMS,2,Promise Made,FALSE,,
COL006136003,L006136,2023-05-25,Early,SMS,3,Contacted,TRUE,8549.36,2023-06-10
COL006136004,L006136,2024-05-01,Early,SMS,4,Promise Made,FALSE,,
COL006136005,L006136,2024-12-03,Early,SMS,5,Contacted,FALSE,,
COL006137001,L006137,2022-10-29,Early,SMS,1,Escalated,FALSE,,
COL006137002,L006137,2023-07-07,Early,SMS,2,No Response,FALSE,,
COL006138001,L006138,2023-07-06,Early,SMS,1,No Response,TRUE,8518.99,2023-07-17
COL006138002,L006138,2024-01-24,Early,SMS,2,Contacted,FALSE,,
COL006138003,L006138,2024-10-29,Legal,Legal Action,3,Contacted,FALSE,,
COL006138004,L006138,2026-03-09,Early,SMS,1,Escalated,FALSE,,
COL006139001,L006139,2022-11-04,Legal,Legal Action,1,No Response,FALSE,,
COL006140001,L006140,2023-07-03,Early,SMS,1,Contacted,TRUE,6519.92,2023-07-17
COL006141001,L006141,2022-11-04,Early,SMS,1,No Response,FALSE,,
COL006141002,L006141,2023-01-01,Early,SMS,2,Escalated,TRUE,8695.86,2023-01-12
COL006142001,L006142,2022-11-06,Early,SMS,1,Contacted,FALSE,,
COL006142002,L006142,2023-03-02,Early,SMS,2,Promise Made,TRUE,4627.03,2023-03-18
COL006142003,L006142,2023-04-01,Legal,Legal Action,3,Contacted,FALSE,,
COL006143001,L006143,2023-06-25,Early,SMS,1,No Response,TRUE,3172.13,2023-07-09
COL006143002,L006143,2023-10-29,Early,SMS,2,No Response,TRUE,3172.13,2023-11-13
COL006144001,L006144,2022-12-02,Early,SMS,1,No Response,FALSE,,
COL006144002,L006144,2023-04-25,Early,SMS,2,Escalated,TRUE,3357.92,2023-05-08
COL006144003,L006144,2023-06-04,Mid,Phone Call,3,Contacted,FALSE,,
COL006144004,L006144,2023-07-01,Mid,Phone Call,4,No Response,TRUE,3357.92,2023-07-10
COL006144005,L006144,2023-07-23,Mid,Phone Call,5,Promise Made,FALSE,,
COL006144006,L006144,2023-09-28,Legal,Legal Action,6,Escalated,FALSE,,
COL006144007,L006144,2023-12-06,Legal,Legal Action,7,Contacted,FALSE,,
COL006145001,L006145,2024-02-07,Early,SMS,1,Escalated,FALSE,,
COL006146001,L006146,2022-11-07,Early,SMS,1,Promise Made,FALSE,,
COL006146002,L006146,2022-12-27,Early,SMS,2,Escalated,TRUE,4199.06,2023-01-16
COL006146003,L006146,2023-02-03,Mid,Phone Call,3,Escalated,FALSE,,
COL006146004,L006146,2023-05-27,Early,SMS,4,Escalated,FALSE,,
COL006146005,L006146,2023-07-27,Mid,Phone Call,5,Contacted,FALSE,,
COL006146006,L006146,2024-01-24,Mid,Phone Call,6,Promise Made,TRUE,4199.06,2024-02-10
COL006146007,L006146,2024-08-07,Legal,Legal Action,7,Promise Made,FALSE,,
COL006147001,L006147,2023-01-25,Early,SMS,1,Contacted,FALSE,,
COL006147002,L006147,2023-04-25,Early,SMS,2,Contacted,FALSE,,
COL006147003,L006147,2023-09-26,Early,SMS,3,Contacted,TRUE,1315.1,2023-10-12
COL006147004,L006147,2024-09-29,Early,SMS,4,Contacted,FALSE,,
COL006147005,L006147,2025-05-01,Early,SMS,5,No Response,FALSE,,
COL006148001,L006148,2023-01-26,Legal,Legal Action,1,No Response,TRUE,9405.35,2023-02-14
COL006148002,L006148,2023-03-08,Early,SMS,1,No Response,FALSE,,
COL006148003,L006148,2023-10-04,Legal,Legal Action,2,Promise Made,FALSE,,
COL006148004,L006148,2024-05-24,Early,SMS,3,Escalated,FALSE,,
COL006148005,L006148,2024-11-04,Legal,Legal Action,4,Promise Made,TRUE,7714.28,2024-11-12
COL006148006,L006148,2025-01-01,Early,SMS,5,Promise Made,TRUE,7714.28,2025-01-09
COL006148007,L006148,2025-06-28,Early,SMS,6,Escalated,FALSE,,
COL006148008,L006148,2026-04-24,Early,SMS,7,Escalated,FALSE,,
COL006149001,L006149,2023-11-07,Early,SMS,1,No Response,TRUE,1621.01,2023-11-14
COL006149002,L006149,2023-11-24,Early,SMS,2,Contacted,TRUE,1621.01,2023-12-09
COL006149003,L006149,2024-04-03,Early,SMS,3,No Response,TRUE,1621.01,2024-04-14
COL006149004,L006149,2024-08-01,Early,SMS,4,Contacted,FALSE,,
COL006150001,L006150,2022-11-04,Early,SMS,1,Promise Made,FALSE,,
COL006150002,L006150,2022-11-24,Early,SMS,2,Contacted,FALSE,,
COL006150003,L006150,2023-03-26,Early,SMS,3,Promise Made,FALSE,,
COL006150004,L006150,2023-04-29,Early,SMS,4,Promise Made,FALSE,,
COL006150005,L006150,2023-08-06,Early,SMS,5,Contacted,FALSE,,
COL006150006,L006150,2023-10-01,Early,SMS,6,Promise Made,FALSE,,
COL006150007,L006150,2023-11-27,Legal,Legal Action,7,Promise Made,FALSE,,
COL006151001,L006151,2023-06-27,Early,SMS,1,Escalated,TRUE,15393.77,2023-07-16
COL006151002,L006151,2024-12-03,Early,SMS,2,Escalated,TRUE,15393.77,2024-12-10
COL006152001,L006152,2022-10-26,Legal,Legal Action,1,Contacted,TRUE,5245.71,2022-11-17
COL006152002,L006152,2022-12-03,Early,SMS,2,Contacted,TRUE,5245.71,2022-12-15
COL006152003,L006152,2022-12-27,Early,SMS,3,No Response,FALSE,,
COL006152004,L006152,2023-04-07,Mid,Phone Call,4,Promise Made,FALSE,,
COL006152005,L006152,2023-05-06,Early,SMS,5,No Response,FALSE,,
COL006152006,L006152,2023-05-29,Early,SMS,6,Escalated,FALSE,,
COL006152007,L006152,2023-08-07,Early,SMS,7,Escalated,FALSE,,
COL006152008,L006152,2023-08-31,Legal,Legal Action,8,Contacted,FALSE,,
COL006153001,L006153,2025-04-01,Early,SMS,1,Promise Made,FALSE,,
COL006154001,L006154,2022-10-31,Mid,Phone Call,1,Escalated,FALSE,,
COL006154002,L006154,2022-12-06,Early,SMS,2,Promise Made,TRUE,1480.99,2022-12-12
COL006154003,L006154,2023-01-24,Legal,Legal Action,3,Promise Made,FALSE,,
COL006154004,L006154,2023-12-01,Early,SMS,1,Escalated,TRUE,1054.8,2023-12-11
COL006154005,L006154,2025-09-03,Early,SMS,2,Contacted,FALSE,,
COL006155001,L006155,2024-11-06,Early,SMS,1,Promise Made,FALSE,,
COL006155002,L006155,2025-03-06,Early,SMS,2,No Response,TRUE,924.04,2025-03-12
COL006156001,L006156,2024-02-07,Early,SMS,1,No Response,FALSE,,
COL006157001,L006157,2022-10-25,Early,SMS,1,Escalated,FALSE,,
COL006157002,L006157,2024-05-02,Early,SMS,2,Contacted,TRUE,5697.88,2024-05-12
COL006157003,L006157,2024-06-04,Early,SMS,3,Contacted,FALSE,,
COL006157004,L006157,2024-08-25,Early,SMS,4,Promise Made,FALSE,,
COL006157005,L006157,2025-05-02,Early,SMS,5,Escalated,FALSE,,
COL006158001,L006158,2023-07-06,Early,SMS,1,Escalated,FALSE,,
COL006158002,L006158,2023-09-08,Early,SMS,2,Contacted,FALSE,,
COL006158003,L006158,2024-10-09,Early,SMS,3,Promise Made,TRUE,1917.28,2024-10-13
COL006158004,L006158,2024-11-29,Early,SMS,4,No Response,TRUE,1917.28,2024-12-17
COL006158005,L006158,2025-08-29,Early,SMS,5,Promise Made,FALSE,,
COL006158006,L006158,2026-05-05,Early,SMS,6,Escalated,FALSE,,
COL006159001,L006159,2023-07-26,Early,SMS,1,Escalated,FALSE,,
COL006160001,L006160,2023-04-01,Early,SMS,1,No Response,TRUE,14678.39,2023-04-17
COL006161001,L006161,2022-12-08,Early,SMS,1,No Response,FALSE,,
COL006161002,L006161,2022-12-25,Early,SMS,2,Escalated,FALSE,,
COL006161003,L006161,2023-07-28,Legal,Legal Action,3,Escalated,FALSE,,
COL006162001,L006162,2023-02-08,Early,SMS,1,Contacted,TRUE,4620.35,2023-02-16
COL006162002,L006162,2024-03-01,Early,SMS,2,Contacted,FALSE,,
COL006162003,L006162,2024-04-28,Early,SMS,3,No Response,TRUE,4620.35,2024-05-11
COL006162004,L006162,2025-03-05,Early,SMS,4,Escalated,TRUE,4620.35,2025-03-18
COL006163001,L006163,2022-11-28,Mid,Phone Call,1,Escalated,FALSE,,
COL006163002,L006163,2023-01-01,Early,SMS,2,Escalated,FALSE,,
COL006163003,L006163,2023-03-07,Early,SMS,3,Escalated,TRUE,2620.84,2023-03-13
COL006163004,L006163,2023-07-29,Mid,Phone Call,4,Promise Made,FALSE,,
COL006163005,L006163,2023-12-27,Early,SMS,5,No Response,FALSE,,
COL006163006,L006163,2024-02-08,Early,SMS,6,Promise Made,FALSE,,
COL006163007,L006163,2024-03-05,Early,SMS,7,No Response,FALSE,,
COL006163008,L006163,2024-06-30,Early,SMS,8,Escalated,FALSE,,
COL006164001,L006164,2022-10-25,Early,SMS,1,Escalated,TRUE,3085.01,2022-11-17
COL006164002,L006164,2022-12-09,Legal,Legal Action,2,No Response,FALSE,,
COL006165001,L006165,2022-12-30,Early,SMS,1,No Response,FALSE,,
COL006165002,L006165,2023-08-05,Early,SMS,2,Contacted,FALSE,,
COL006165003,L006165,2024-08-30,Early,SMS,3,Contacted,FALSE,,
COL006165004,L006165,2025-06-25,Early,SMS,4,No Response,FALSE,,
COL006166001,L006166,2023-08-27,Early,SMS,1,Promise Made,FALSE,,
COL006166002,L006166,2024-07-27,Early,SMS,2,Contacted,FALSE,,
COL006166003,L006166,2025-04-06,Early,SMS,3,Escalated,FALSE,,
COL006166004,L006166,2025-06-03,Early,SMS,4,Promise Made,TRUE,2086.67,2025-06-12
COL006167001,L006167,2023-02-07,Early,SMS,1,Contacted,FALSE,,
COL006167002,L006167,2023-03-07,Mid,Phone Call,2,Contacted,FALSE,,
COL006167003,L006167,2023-03-31,Early,SMS,3,Contacted,TRUE,3327.4,2023-04-17
COL006167004,L006167,2023-05-06,Legal,Legal Action,4,Promise Made,FALSE,,
COL006167005,L006167,2024-09-05,Early,SMS,1,Promise Made,FALSE,,
COL006167006,L006167,2026-02-28,Early,SMS,2,Contacted,FALSE,,
COL006168001,L006168,2023-03-05,Early,SMS,1,No Response,FALSE,,
COL006168002,L006168,2023-04-05,Early,SMS,2,Contacted,FALSE,,
COL006169001,L006169,2024-02-06,Early,SMS,1,Escalated,FALSE,,
COL006169002,L006169,2024-06-08,Early,SMS,2,No Response,TRUE,3610.5,2024-06-14
COL006169003,L006169,2025-04-04,Early,SMS,3,Promise Made,TRUE,3610.5,2025-04-11
COL006170001,L006170,2023-02-06,Early,SMS,1,No Response,FALSE,,
COL006170002,L006170,2024-05-07,Early,SMS,2,Escalated,FALSE,,
COL006170003,L006170,2025-04-01,Early,SMS,3,No Response,FALSE,,
COL006170004,L006170,2025-07-02,Early,SMS,4,Escalated,TRUE,10869.32,2025-07-12
COL006171001,L006171,2022-10-31,Legal,Legal Action,1,Escalated,TRUE,5254.22,2022-11-14
COL006171002,L006171,2022-11-26,Early,SMS,1,Promise Made,TRUE,4188.07,2022-12-20
COL006171003,L006171,2022-12-26,Early,SMS,2,Escalated,FALSE,,
COL006171004,L006171,2023-02-09,Early,SMS,3,Promise Made,FALSE,,
COL006171005,L006171,2023-03-08,Legal,Legal Action,4,Contacted,FALSE,,
COL006171006,L006171,2023-11-07,Early,SMS,1,Contacted,TRUE,3708.1,2023-11-12
COL006171007,L006171,2023-12-28,Early,SMS,2,No Response,TRUE,3708.1,2024-01-17
COL006171008,L006171,2024-10-27,Early,SMS,3,No Response,TRUE,3708.1,2024-11-11
COL006172001,L006172,2022-12-01,Early,SMS,1,Escalated,FALSE,,
COL006172002,L006172,2023-03-06,Early,SMS,2,No Response,FALSE,,
COL006172003,L006172,2023-07-07,Early,SMS,3,Contacted,FALSE,,
COL006172004,L006172,2023-08-06,Early,SMS,4,Contacted,TRUE,2784.77,2023-08-12
COL006172005,L006172,2023-08-31,Early,SMS,5,Promise Made,FALSE,,
COL006172006,L006172,2023-09-27,Mid,Phone Call,6,Escalated,FALSE,,
COL006172007,L006172,2024-01-02,Early,SMS,7,Escalated,FALSE,,
COL006172008,L006172,2024-04-04,Early,SMS,8,Contacted,FALSE,,
COL006173001,L006173,2022-10-31,Mid,Phone Call,1,No Response,TRUE,1809.86,2022-11-18
COL006173002,L006173,2022-12-30,Early,SMS,2,Escalated,FALSE,,
COL006173003,L006173,2023-03-11,Mid,Phone Call,3,Escalated,FALSE,,
COL006173004,L006173,2023-03-28,Early,SMS,4,Escalated,TRUE,1809.86,2023-04-16
COL006173005,L006173,2023-04-30,Early,SMS,5,Contacted,FALSE,,
COL006173006,L006173,2023-05-27,Early,SMS,6,Escalated,FALSE,,
COL006173007,L006173,2023-06-28,Early,SMS,7,Promise Made,FALSE,,
COL006173008,L006173,2023-09-08,Early,SMS,8,Contacted,FALSE,,
COL006173009,L006173,2023-09-27,Legal,Legal Action,9,Promise Made,FALSE,,
COL006173010,L006173,2023-11-29,Early,SMS,1,No Response,FALSE,,
COL006173011,L006173,2024-01-26,Early,SMS,2,Promise Made,FALSE,,
COL006173012,L006173,2024-04-09,Mid,Phone Call,3,Contacted,FALSE,,
COL006173013,L006173,2024-07-28,Mid,Phone Call,4,Promise Made,TRUE,1316.12,2024-08-12
COL006173014,L006173,2025-04-04,Mid,Phone Call,5,Contacted,FALSE,,
COL006173015,L006173,2025-05-30,Mid,Phone Call,6,Promise Made,FALSE,,
COL006173016,L006173,2025-07-28,Early,SMS,7,Escalated,TRUE,1316.12,2025-08-15
COL006173017,L006173,2025-09-09,Early,SMS,8,No Response,FALSE,,
COL006173018,L006173,2025-10-10,Mid,Phone Call,9,Escalated,FALSE,,
COL006173019,L006173,2025-11-06,Legal,Legal Action,10,Escalated,FALSE,,
COL006174001,L006174,2022-11-05,Early,SMS,1,Promise Made,TRUE,1719.29,2022-11-15
COL006174002,L006174,2023-03-04,Legal,Legal Action,2,No Response,FALSE,,
