loan_id,application_id,customer_id,product_type,funded_amount,term_months,interest_rate,issue_date,maturity_date,purpose,risk_grade,original_dti,original_term_months,original_installment,secured,collateral_value,collateral_type,current_status,default_flag,default_date,write_off_flag,write_off_date,write_off_amount,restructuring_flag,restructuring_date,restructuring_count,settlement_flag,settlement_date,settlement_amount,settlement_discount,current_term_months,current_installment,total_fee_income
L007578,APP0055409,C001950,Personal Loan,201400,46,0.3065,2023-01-24,2026-11-24,Home Improvement,A,0.11,46,7492.51,FALSE,,,Cured,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,46,7492.51,599.4
L007579,APP0058186,C003146,Consumer Loan,11700,29,0.2918,2023-01-24,2025-06-24,Appliances,B,0.47,29,566.97,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,29,566.97,0
L007580,APP0077447,C004797,Personal Loan,44100,41,0.2653,2023-01-24,2026-06-24,Medical,B,0.46,41,1646.83,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2023-05-09,29457.47,0.31,41,1646.83,32.94
L007581,APP0002209,C002748,Personal Loan,67100,41,0.2925,2023-01-25,2026-06-25,Medical,C,0.3,41,2606.67,FALSE,,,Written Off,TRUE,2023-09-30,TRUE,2023-10-25,61241.72,FALSE,,0,FALSE,,,,41,2606.67,52.13
L007582,APP0004165,C007560,Personal Loan,34700,14,0.2654,2023-01-25,2024-03-25,Travel,A,0.14,14,2909.16,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,14,2909.16,58.18
L007583,APP0004227,C003112,Personal Loan,153400,39,0.2764,2023-01-25,2026-04-25,Home Improvement,C,0.4,39,6003.24,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2023-05-10,108954.24,0.27,39,6003.24,120.06
L007584,APP0005351,C004134,Personal Loan,91400,31,0.2453,2023-01-25,2025-08-25,Education,A,0.2,31,4009.64,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,31,4009.64,0
L007585,APP0007916,C001805,Personal Loan,117600,44,0.3098,2023-01-25,2026-09-25,Medical,A,0.04,44,4503.07,FALSE,,,Cured,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,44,4503.07,360.24
L007586,APP0009138,C003207,Consumer Loan,19100,19,0.2904,2023-01-25,2024-08-25,Furniture,B,0.08,19,1265.93,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,19,1265.93,25.32
L007587,APP0010526,C009975,Consumer Loan,93500,13,0.3229,2023-01-25,2024-02-25,Appliances,B,0.45,13,8618.84,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,13,8618.84,172.38
L007588,APP0013015,C002879,Consumer Loan,20100,21,0.2987,2023-01-25,2024-10-25,Appliances,C,0.05,21,1240.6,FALSE,,,Written Off,TRUE,2023-10-30,TRUE,2023-11-24,13974.74,FALSE,,0,FALSE,,,,21,1240.6,74.43
L007589,APP0018063,C004765,Personal Loan,144700,38,0.2806,2023-01-25,2026-03-25,Education,C,0.35,38,5788.56,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,38,5788.56,463.08
L007590,APP0024889,C010684,Personal Loan,56300,20,0.3036,2023-01-25,2024-09-25,General Purpose,A,0.28,20,3621.73,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,20,3621.73,72.43
L007591,APP0026568,C000815,Consumer Loan,47000,29,0.2689,2023-01-25,2025-06-25,General Purpose,B,0.16,29,2221.4,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,29,2221.4,177.72
L007592,APP0028240,C009106,Personal Loan,215300,27,0.2851,2023-01-25,2025-04-25,General Purpose,C,0.3,27,10894.46,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,27,10894.46,871.56
L007593,APP0029123,C001546,Personal Loan,61400,21,0.2692,2023-01-25,2024-10-25,Education,B,0.34,21,3698.47,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,21,3698.47,147.94
L007594,APP0034550,C009540,Consumer Loan,90300,25,0.2766,2023-01-25,2025-02-25,Appliances,A,0.18,25,4792.46,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,TRUE,2023-03-07,1,FALSE,,,,32,3985.23,0
L007595,APP0052403,C005612,Personal Loan,36100,7,0.2844,2023-01-25,2023-08-25,General Purpose,B,0.31,7,5657.49,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,7,5657.49,226.3
L007596,APP0052860,C001560,Auto Loan,164500,51,0.2493,2023-01-25,2027-04-25,Used Vehicle Purchase,B,0.3,51,5260.94,TRUE,193529.41,Vehicle,Cured,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,51,5260.94,315.66
L007597,APP0061244,C007567,Consumer Loan,93000,20,0.2855,2023-01-25,2024-09-25,General Purpose,B,0.28,20,5897.8,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2023-03-12,75533.2,0.19,20,5897.8,0
L007598,APP0077126,C000969,Small Business Loan,468700,56,0.2678,2023-01-25,2027-09-25,Equipment Purchase,B,0.44,56,14743.49,TRUE,557976.19,Business Asset / Property,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2024-05-10,343466.38,0.14,56,14743.49,1769.22
L007599,APP0077734,C005598,Personal Loan,81900,29,0.2861,2023-01-25,2025-06-25,Medical,B,0.3,29,3944.32,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,29,3944.32,78.89
L007600,APP0078060,C007814,Consumer Loan,26700,29,0.296,2023-01-25,2025-06-25,General Purpose,B,0.31,29,1299.76,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,29,1299.76,26
L007601,APP0000265,C000749,Consumer Loan,90400,11,0.3142,2023-01-26,2023-12-26,Appliances,B,0.48,11,9564.8,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,11,9564.8,0
L007602,APP0005132,C007607,Personal Loan,188300,19,0.2707,2023-01-26,2024-08-26,Travel,B,0.35,19,12295.34,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,19,12295.34,737.73
L007603,APP0011718,C008550,Personal Loan,53600,30,0.2819,2023-01-26,2025-07-26,Travel,A,0.13,30,2509.66,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2025-01-10,14230.05,0.21,30,2509.66,100.38
L007604,APP0021829,C000322,Personal Loan,56900,45,0.2672,2023-01-26,2026-10-26,Home Improvement,A,0.29,45,2014.92,FALSE,,,Cured,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,45,2014.92,241.8
L007605,APP0027041,C000601,Personal Loan,94400,8,0.307,2023-01-26,2023-09-26,Travel,B,0.3,8,13198.48,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,8,13198.48,527.94
L007606,APP0032359,C004284,Consumer Loan,43300,11,0.3102,2023-01-26,2023-12-26,General Purpose,C,0.46,11,4572.83,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2023-10-11,11765.76,0.31,11,4572.83,274.38
L007607,APP0043974,C009261,Consumer Loan,58900,33,0.305,2023-01-26,2025-10-26,Furniture,B,0.42,33,2658.12,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,33,2658.12,318.97
L007608,APP0052683,C009805,Personal Loan,20900,39,0.2985,2023-01-26,2026-04-26,Travel,C,0.34,39,843.37,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2025-02-10,7921.71,0.28,39,843.37,84.35
L007609,APP0063169,C008454,Consumer Loan,74200,25,0.2919,2023-01-26,2025-02-26,General Purpose,B,0.44,25,3996.25,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,TRUE,2023-09-05,1,FALSE,,,,42,2467.34,277.33
L007610,APP0071626,C003232,Personal Loan,87300,40,0.2879,2023-01-26,2026-05-26,Travel,B,0.49,40,3418.91,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,40,3418.91,273.52
L007611,APP0072714,C002143,Consumer Loan,41800,23,0.2989,2023-01-26,2024-12-26,Furniture,D,0.45,23,2409.35,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2023-04-10,27513.81,0.32,23,2409.35,48.19
L007612,APP0074876,C005961,Personal Loan,79600,18,0.2753,2023-01-26,2024-07-26,Home Improvement,B,0.42,18,5447.8,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,18,5447.8,108.96
L007613,APP0002196,C003831,Personal Loan,225200,23,0.3025,2023-01-27,2024-12-27,Education,C,0.22,23,13022.08,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,23,13022.08,260.44
L007614,APP0007350,C008118,Personal Loan,248100,30,0.2524,2023-01-27,2025-07-27,Education,A,0.23,30,11235.66,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,30,11235.66,674.13
L007615,APP0012429,C001664,Personal Loan,49500,18,0.2856,2023-01-27,2024-07-27,Medical,B,0.3,18,3413.09,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,18,3413.09,68.26
L007616,APP0013429,C003415,Auto Loan,1104900,52,0.2589,2023-01-27,2027-05-27,New Vehicle Purchase,B,0.38,52,35556.57,TRUE,1416538.46,Vehicle,Written Off,TRUE,2024-12-02,TRUE,2024-12-27,814918.39,FALSE,,0,FALSE,,,,52,35556.57,4977.91
L007617,APP0018715,C007146,Auto Loan,271800,32,0.2415,2023-01-27,2025-09-27,Used Vehicle Purchase,B,0.3,32,11602.61,TRUE,372328.77,Vehicle,Written Off,TRUE,2024-12-02,TRUE,2024-12-27,115756.01,FALSE,,0,FALSE,,,,32,11602.61,1624.35
L007618,APP0022873,C005467,Personal Loan,53400,20,0.285,2023-01-27,2024-09-27,Travel,B,0.19,20,3385.14,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,20,3385.14,67.7
L007619,APP0032262,C004342,Consumer Loan,30200,28,0.3117,2023-01-27,2025-05-27,General Purpose,C,0.45,28,1531.28,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,28,1531.28,91.89
L007620,APP0035345,C004166,Consumer Loan,54300,28,0.3175,2023-01-27,2025-05-27,Furniture,B,0.22,28,2769.95,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,28,2769.95,110.8
L007621,APP0059876,C009843,Consumer Loan,44600,22,0.3242,2023-01-27,2024-11-27,Furniture,B,0.47,22,2715.56,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,22,2715.56,162.93
L007622,APP0067363,C007499,Consumer Loan,40700,31,0.2867,2023-01-27,2025-08-27,Electronics,C,0.46,31,1873.51,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,31,1873.51,112.41
L007623,APP0068468,C005788,Personal Loan,37800,29,0.2853,2023-01-27,2025-06-27,Home Improvement,B,0.31,29,1818.87,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2025-05-12,4419.85,0.15,29,1818.87,0
L007624,APP0069318,C006974,Personal Loan,146200,33,0.2891,2023-01-27,2025-10-27,General Purpose,C,0.37,33,6472.81,FALSE,,,Settled,FALSE,,FALSE,,,TRUE,2024-04-06,1,TRUE,2026-01-11,37041.67,0.23,47,4328.02,1381.92
L007625,APP0001626,C007893,Personal Loan,33400,40,0.2896,2023-01-28,2026-05-28,Medical,A,0.02,40,1311.18,FALSE,,,Delinquent,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,40,1311.18,131.1
L007626,APP0006139,C008498,Personal Loan,289400,42,0.278,2023-01-28,2026-07-28,Home Improvement,A,0.2,42,10851.51,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,42,10851.51,1736.24
L007627,APP0009785,C006494,Consumer Loan,132200,24,0.2981,2023-01-28,2025-01-28,Appliances,C,0.32,24,7378.75,FALSE,,,Written Off,TRUE,2023-04-02,TRUE,2023-04-27,131287.67,FALSE,,0,FALSE,,,,24,7378.75,147.58
L007628,APP0011305,C001574,Personal Loan,251200,34,0.2938,2023-01-28,2025-11-28,Education,A,0.27,34,10970.24,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,34,10970.24,438.8
L007629,APP0016825,C002697,Personal Loan,73500,26,0.2624,2023-01-28,2025-03-28,Home Improvement,B,0.3,26,3736.25,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2023-05-13,49539.67,0.28,26,3736.25,0
L007630,APP0031318,C010115,Personal Loan,248500,29,0.3047,2023-01-28,2025-06-28,Education,D,0.48,29,12211.25,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2024-11-12,72745.13,0.25,29,12211.25,2198.07
L007631,APP0034824,C001901,Auto Loan,651900,56,0.239,2023-01-28,2027-09-28,Used Vehicle Purchase,B,0.49,56,19419.75,TRUE,740795.45,Vehicle,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2023-07-13,538765.06,0.14,56,19419.75,0
L007632,APP0041965,C003509,Consumer Loan,32700,16,0.2806,2023-01-28,2024-05-28,General Purpose,B,0.23,16,2473.38,FALSE,,,Written Off,TRUE,2024-02-02,TRUE,2024-02-27,11814.56,FALSE,,0,FALSE,,,,16,2473.38,247.35
L007633,APP0043667,C007382,Personal Loan,38200,22,0.2962,2023-01-28,2024-11-28,Home Improvement,C,0.38,22,2271.11,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2023-07-13,26816.82,0.18,22,2271.11,90.84
L007634,APP0044882,C006436,Consumer Loan,25700,17,0.3161,2023-01-28,2024-06-28,General Purpose,A,0.07,17,1894.94,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,17,1894.94,37.9
L007635,APP0046822,C000085,Personal Loan,106500,43,0.2854,2023-01-28,2026-08-28,General Purpose,C,0.32,43,3982.34,FALSE,,,Written Off,TRUE,2023-12-03,TRUE,2023-12-28,94334.37,FALSE,,0,FALSE,,,,43,3982.34,159.3
L007636,APP0050492,C005368,Consumer Loan,54100,35,0.2825,2023-01-28,2025-12-28,Furniture,B,0.34,35,2286.14,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,35,2286.14,0
L007637,APP0051845,C006102,Personal Loan,40900,38,0.2938,2023-01-28,2026-03-28,Medical,A,0.28,38,1665.77,FALSE,,,Written Off,TRUE,2023-10-03,TRUE,2023-10-28,36772.08,FALSE,,0,FALSE,,,,38,1665.77,99.96
L007638,APP0057779,C004449,Personal Loan,56000,30,0.2987,2023-01-28,2025-07-28,General Purpose,B,0.26,30,2671.68,FALSE,,,Written Off,TRUE,2023-12-03,TRUE,2023-12-28,44363.7,FALSE,,0,FALSE,,,,30,2671.68,267.15
L007639,APP0001127,C005303,Consumer Loan,128300,36,0.2964,2023-01-29,2026-01-29,General Purpose,A,0.12,36,5421.27,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,36,5421.27,433.72
L007640,APP0006078,C008749,Consumer Loan,18000,10,0.2743,2023-01-29,2023-11-29,Appliances,B,0.15,10,2033.96,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,10,2033.96,40.68
L007641,APP0007333,C009633,Consumer Loan,33600,11,0.3102,2023-01-29,2023-12-29,General Purpose,A,0.1,11,3548.43,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,11,3548.43,141.94
L007642,APP0009530,C006344,Consumer Loan,19200,34,0.3029,2023-01-29,2025-11-29,Furniture,B,0.06,34,847.95,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,TRUE,2025-04-08,1,FALSE,,,,41,491.42,124.12
L007643,APP0013942,C008502,Personal Loan,149700,38,0.2919,2023-01-29,2026-03-29,Travel,A,0.24,38,6081.28,FALSE,,,Cured,FALSE,,FALSE,,,TRUE,2023-11-08,1,FALSE,,,,52,4737.91,432.78
L007644,APP0015185,C007081,Personal Loan,181400,25,0.3056,2023-01-29,2025-02-28,Home Improvement,A,0.19,25,9898.28,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2023-08-13,100731.23,0.34,25,9898.28,197.97
L007645,APP0019148,C010541,Personal Loan,156200,37,0.3012,2023-01-29,2026-02-28,Travel,B,0.26,37,6530.25,FALSE,,,Written Off,TRUE,2025-05-04,TRUE,2025-05-29,63653.98,FALSE,,0,FALSE,,,,37,6530.25,261.22
L007646,APP0025903,C008361,Consumer Loan,23500,25,0.2994,2023-01-29,2025-02-28,Appliances,B,0.09,25,1274.75,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,25,1274.75,76.5
L007647,APP0027228,C006738,Personal Loan,73900,21,0.3059,2023-01-29,2024-10-29,Travel,C,0.48,21,4588.23,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2024-06-13,16805.46,0.33,21,4588.23,734.08
L007648,APP0031206,C005885,Personal Loan,29600,28,0.2758,2023-01-29,2025-05-29,Home Improvement,B,0.36,28,1445.23,FALSE,,,Written Off,TRUE,2024-07-04,TRUE,2024-07-29,15352.34,FALSE,,0,FALSE,,,,28,1445.23,144.5
L007649,APP0031296,C007584,Personal Loan,31000,15,0.2951,2023-01-29,2024-04-29,Home Improvement,A,0.15,15,2496.25,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,15,2496.25,49.93
L007650,APP0034806,C007426,Consumer Loan,67200,24,0.2987,2023-01-29,2025-01-29,General Purpose,B,0.43,24,3752.85,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,24,3752.85,75.06
L007651,APP0037444,C005306,Consumer Loan,111800,27,0.3199,2023-01-29,2025-04-29,Furniture,A,0.14,27,5860.85,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2023-06-13,70053.23,0.32,27,5860.85,234.44
L007652,APP0046371,C000289,Personal Loan,62800,32,0.2919,2023-01-29,2025-09-29,General Purpose,B,0.22,32,2847.03,FALSE,,,Written Off,TRUE,2024-05-04,TRUE,2024-05-29,42103.18,FALSE,,0,FALSE,,,,32,2847.03,56.94
L007653,APP0057545,C010515,Personal Loan,47800,33,0.2791,2023-01-29,2025-10-29,Medical,A,0.08,33,2090.77,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,33,2090.77,167.28
L007654,APP0062745,C010364,Personal Loan,261600,13,0.2658,2023-01-29,2024-02-29,Medical,B,0.45,13,23379.69,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,13,23379.69,1402.77
L007655,APP0067864,C000264,Personal Loan,41700,28,0.285,2023-01-29,2025-05-29,Travel,C,0.5,28,2055.94,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2023-11-13,28444.11,0.12,28,2055.94,82.24
L007656,APP0068281,C006955,Consumer Loan,67000,10,0.3228,2023-01-29,2023-11-29,Appliances,B,0.44,10,7730.69,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,10,7730.69,154.61
L007657,APP0078896,C003638,Consumer Loan,117200,35,0.3139,2023-01-29,2025-12-29,Electronics,C,0.39,35,5152.87,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,35,5152.87,0
L007658,APP0004624,C000568,Personal Loan,134900,31,0.2837,2023-01-30,2025-08-30,Home Improvement,C,0.36,31,6188.33,FALSE,,,Written Off,TRUE,2024-05-05,TRUE,2024-05-30,87837.75,TRUE,2024-04-09,1,FALSE,,,,37,4879.52,495.08
L007659,APP0013416,C005772,Consumer Loan,110400,17,0.2758,2023-01-30,2024-06-30,Appliances,A,0.22,17,7918.62,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,17,7918.62,475.11
L007660,APP0014511,C005001,Consumer Loan,15000,36,0.2891,2023-01-30,2026-01-30,General Purpose,B,0.09,36,627.85,FALSE,,,Written Off,TRUE,2023-09-04,TRUE,2023-09-29,13622.17,FALSE,,0,FALSE,,,,36,627.85,0
L007661,APP0016542,C005362,Small Business Loan,312200,50,0.236,2023-01-30,2027-03-30,Working Capital,B,0.22,50,9865.72,TRUE,405454.55,Business Asset / Property,Cured,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,50,9865.72,1381.17
L007662,APP0026459,C001627,Personal Loan,197700,23,0.3007,2023-01-30,2024-12-30,General Purpose,A,0.43,23,11413.66,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,23,11413.66,456.54
L007663,APP0027401,C000701,Personal Loan,40000,20,0.2708,2023-01-30,2024-09-30,Education,B,0.49,20,2507.28,FALSE,,,Settled,FALSE,,FALSE,,,TRUE,2024-03-10,1,TRUE,2025-02-13,6620.89,0.29,34,969.16,38.76
L007664,APP0047785,C002798,Personal Loan,152000,47,0.2817,2023-01-30,2026-12-30,Education,B,0.41,47,5373.99,FALSE,,,Cured,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,47,5373.99,107.48
L007665,APP0000018,C005911,Consumer Loan,67300,14,0.3268,2023-01-31,2024-03-31,Furniture,C,0.39,14,5846.03,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,14,5846.03,116.92
L007666,APP0003303,C003813,Auto Loan,703800,45,0.2523,2023-01-31,2026-10-31,New Vehicle Purchase,C,0.48,45,24340.6,TRUE,991267.61,Vehicle,Delinquent,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,45,24340.6,973.62
L007667,APP0009184,C010178,Consumer Loan,31500,32,0.2913,2023-01-31,2025-09-30,Appliances,A,0.06,32,1427.04,FALSE,,,Cured,FALSE,,FALSE,,,TRUE,2024-09-10,1,FALSE,,,,45,823.87,45.02
L007668,APP0029158,C004018,Personal Loan,136600,32,0.2854,2023-01-31,2025-09-30,Home Improvement,C,0.41,32,6145.46,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,32,6145.46,368.73
L007669,APP0042066,C009802,Consumer Loan,47300,14,0.3132,2023-01-31,2024-03-31,General Purpose,C,0.41,14,4076.77,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,14,4076.77,0
L007670,APP0054287,C007448,Consumer Loan,53700,25,0.2839,2023-01-31,2025-02-28,General Purpose,A,0.26,25,2870.08,FALSE,,,Cured,FALSE,,FALSE,,,TRUE,2023-11-10,1,FALSE,,,,35,1966.42,29.04
L007671,APP0060546,C001931,Consumer Loan,136700,21,0.2991,2023-01-31,2024-10-31,General Purpose,C,0.43,21,8440.09,FALSE,,,Cured,FALSE,,FALSE,,,TRUE,2024-02-10,1,FALSE,,,,31,4489.85,1283.2
L007672,APP0065186,C002053,Personal Loan,261200,39,0.2785,2023-01-31,2026-04-30,Education,A,0.27,39,10251.96,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,39,10251.96,410.08
L007673,APP0076689,C001994,Personal Loan,73700,30,0.3066,2023-01-31,2025-07-31,Travel,A,0.32,30,3547.09,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,30,3547.09,354.7
L007674,APP0011124,C006400,Auto Loan,296800,53,0.254,2023-02-01,2027-07-01,Used Vehicle Purchase,B,0.48,53,9369.77,TRUE,385454.55,Vehicle,Cured,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,53,9369.77,1311.8
L007675,APP0025906,C005226,Consumer Loan,94100,17,0.2937,2023-02-01,2024-07-01,Furniture,C,0.31,17,6832.98,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,TRUE,2023-11-11,1,FALSE,,,,27,3405.56,888.07
L007676,APP0043048,C004935,Consumer Loan,80200,34,0.3036,2023-02-01,2025-12-01,Electronics,B,0.13,34,3545.01,FALSE,,,Cured,FALSE,,FALSE,,,TRUE,2024-07-11,1,FALSE,,,,44,2500.42,170.92
L007677,APP0044463,C001408,Auto Loan,202200,21,0.2451,2023-02-01,2024-11-01,New Vehicle Purchase,A,0.29,21,11937.23,TRUE,284788.73,Vehicle,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,21,11937.23,954.96
L007678,APP0056992,C000756,Personal Loan,192400,38,0.285,2023-02-01,2026-04-01,Home Improvement,B,0.29,38,7743.02,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,38,7743.02,0
L007679,APP0059030,C010504,Personal Loan,54600,42,0.3066,2023-02-01,2026-08-01,Education,B,0.34,42,2134.99,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2023-10-16,41544.62,0.15,42,2134.99,0
L007680,APP0060540,C001896,Personal Loan,40100,44,0.3058,2023-02-01,2026-10-01,Travel,B,0.31,44,1526.28,FALSE,,,Delinquent,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,44,1526.28,122.12
L007681,APP0019490,C008946,Small Business Loan,80200,31,0.2529,2023-02-02,2025-09-02,Working Capital,A,0.28,31,3549.81,TRUE,108378.38,Business Asset / Property,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,31,3549.81,71
L007682,APP0023560,C003142,Personal Loan,68800,24,0.2812,2023-02-02,2025-02-02,General Purpose,C,0.44,24,3780.54,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,24,3780.54,75.61
L007683,APP0038564,C006957,Consumer Loan,135600,31,0.3074,2023-02-02,2025-09-02,General Purpose,C,0.47,31,6391.48,FALSE,,,Written Off,TRUE,2025-04-07,TRUE,2025-05-02,36032.46,FALSE,,0,FALSE,,,,31,6391.48,127.83
L007684,APP0043513,C003430,Consumer Loan,103900,17,0.3039,2023-02-02,2024-07-02,Electronics,C,0.46,17,7597.41,FALSE,,,Delinquent,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,17,7597.41,0
L007685,APP0047566,C002442,Consumer Loan,94700,29,0.2866,2023-02-02,2025-07-02,Appliances,B,0.42,29,4563.25,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,29,4563.25,273.81
L007686,APP0069821,C009961,Personal Loan,163400,36,0.2602,2023-02-02,2026-02-02,Travel,B,0.44,36,6585.23,FALSE,,,Settled,FALSE,,FALSE,,,TRUE,2023-09-12,1,TRUE,2024-04-17,99113.38,0.23,53,4862.96,326.22
L007687,APP0000820,C005366,Personal Loan,215400,18,0.2629,2023-02-03,2024-08-03,General Purpose,B,0.43,18,14609.82,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,18,14609.82,584.4
