collateral_id,loan_id,collateral_type,value_at_origination,valuation_date,current_estimated_value,collateral_status,repossession_date,liquidation_date,gross_sale_proceeds,liquidation_costs,net_recovery
COLL008261,L008261,Vehicle,314216.87,2023-04-01,314216.87,Pledged,,,,,
COLL008296,L008296,Business Asset / Property,533866.67,2023-04-04,533866.67,Released,,,,,
COLL008299,L008299,Vehicle,211428.57,2023-04-04,179714.28,Liquidated,2023-08-20,2023-09-21,151761.82,9811.49,141950.33
COLL008302,L008302,Vehicle,309220.78,2023-04-05,309220.78,Pledged,,,,,
COLL008303,L008303,Vehicle,850000,2023-04-05,722500,Liquidated,2023-07-13,2023-07-28,624094.72,33115.97,590978.75
COLL008313,L008313,Business Asset / Property,134794.52,2023-04-06,134794.52,Pledged,,,,,
COLL008335,L008335,Business Asset / Property,833698.63,2023-04-08,833698.63,Pledged,,,,,
COLL008339,L008339,Business Asset / Property,140138.89,2023-04-09,140138.89,Pledged,,,,,
COLL008352,L008352,Business Asset / Property,76172.84,2023-04-10,76172.84,Pledged,,,,,
COLL008369,L008369,Vehicle,545238.1,2023-04-12,545238.1,Pledged,,,,,
COLL008395,L008395,Vehicle,629746.84,2023-04-15,629746.84,Released,,,,,
COLL008400,L008400,Business Asset / Property,115512.82,2025-04-15,98185.9,Liquidated,2025-07-20,2025-08-28,85039.44,3010.09,82029.35
COLL008402,L008402,Vehicle,305517.24,2023-04-15,305517.24,Pledged,,,,,
COLL008417,L008417,Business Asset / Property,120857.14,2023-04-17,120857.14,Released,,,,,
COLL008420,L008420,Business Asset / Property,546404.49,2023-04-18,546404.49,Pledged,,,,,
COLL008424,L008424,Vehicle,229090.91,2023-04-18,229090.91,Pledged,,,,,
COLL008429,L008429,Business Asset / Property,143947.37,2023-04-19,143947.37,Pledged,,,,,
COLL008434,L008434,Vehicle,225000,2023-04-19,191250,Liquidated,2024-09-25,2024-10-19,158732.45,8530.12,150202.33
COLL008436,L008436,Vehicle,427972.97,2023-04-19,427972.97,Pledged,,,,,
COLL008439,L008439,Business Asset / Property,104090.91,2023-04-19,104090.91,Pledged,,,,,
COLL008441,L008441,Vehicle,347407.41,2023-04-20,347407.41,Pledged,,,,,
COLL008444,L008444,Business Asset / Property,593750,2023-04-20,593750,Pledged,,,,,
COLL008453,L008453,Vehicle,337361.11,2023-04-22,337361.11,Pledged,,,,,
COLL008468,L008468,Vehicle,554383.56,2023-10-22,554383.56,Pledged,,,,,
COLL008470,L008470,Business Asset / Property,991756.76,2023-04-23,991756.76,Pledged,,,,,
COLL008471,L008471,Vehicle,306046.51,2023-04-23,306046.51,Pledged,,,,,
COLL008483,L008483,Vehicle,325526.32,2023-04-24,325526.32,Pledged,,,,,
COLL008506,L008506,Business Asset / Property,339659.09,2023-04-26,339659.09,Pledged,,,,,
COLL008525,L008525,Business Asset / Property,654719.1,2023-07-29,556511.24,Liquidated,2023-10-04,2023-11-17,524143.05,16660.19,507482.86
COLL008538,L008538,Business Asset / Property,355975.61,2023-04-30,355975.61,Pledged,,,,,
COLL008567,L008567,Business Asset / Property,508089.89,2023-05-03,508089.89,Pledged,,,,,
COLL008608,L008608,Vehicle,201724.14,2025-01-06,201724.14,Pledged,,,,,
COLL008646,L008646,Business Asset / Property,167500,2023-05-10,167500,Pledged,,,,,
COLL008664,L008664,Business Asset / Property,118227.85,2023-05-11,118227.85,Pledged,,,,,
COLL008676,L008676,Vehicle,1132500,2023-05-13,1132500,Released,,,,,
COLL008680,L008680,Business Asset / Property,87000,2023-05-14,87000,Pledged,,,,,
COLL008694,L008694,Vehicle,482441.86,2023-05-15,482441.86,Pledged,,,,,
COLL008699,L008699,Vehicle,214250,2023-05-15,214250,Pledged,,,,,
COLL008755,L008755,Business Asset / Property,169294.12,2023-05-22,169294.12,Pledged,,,,,
COLL008756,L008756,Business Asset / Property,74666.67,2023-05-22,74666.67,Pledged,,,,,
COLL008758,L008758,Vehicle,331052.63,2023-05-23,331052.63,Pledged,,,,,
COLL008781,L008781,Business Asset / Property,521927.71,2023-05-26,521927.71,Pledged,,,,,
COLL008785,L008785,Business Asset / Property,69047.62,2025-10-26,69047.62,Pledged,,,,,
COLL008797,L008797,Vehicle,538783.78,2023-05-28,457966.21,Liquidated,2025-06-08,2025-07-03,332464.12,24891.11,307573.01
COLL008815,L008815,Business Asset / Property,90571.43,2023-05-29,76985.72,Liquidated,2024-02-12,2024-03-27,56005.29,2264.31,53740.98
COLL008820,L008820,Vehicle,516756.76,2023-07-30,516756.76,Pledged,,,,,
COLL008824,L008824,Business Asset / Property,131666.67,2023-05-30,131666.67,Pledged,,,,,
COLL008826,L008826,Vehicle,189775.28,2023-05-31,189775.28,Pledged,,,,,
COLL008829,L008829,Vehicle,346363.64,2023-05-31,346363.64,Pledged,,,,,
COLL008830,L008830,Business Asset / Property,276744.19,2025-06-30,276744.19,Pledged,,,,,
COLL008841,L008841,Business Asset / Property,129078.95,2023-06-01,129078.95,Pledged,,,,,
COLL008880,L008880,Vehicle,221954.02,2023-06-05,221954.02,Pledged,,,,,
COLL008891,L008891,Vehicle,424788.73,2023-06-07,424788.73,Pledged,,,,,
COLL008912,L008912,Business Asset / Property,289740.26,2023-06-09,289740.26,Pledged,,,,,
COLL008925,L008925,Vehicle,323513.51,2023-06-10,323513.51,Pledged,,,,,
COLL008934,L008934,Vehicle,293461.54,2023-06-11,293461.54,Pledged,,,,,
COLL008935,L008935,Vehicle,599066.67,2023-06-11,599066.67,Pledged,,,,,
COLL008941,L008941,Vehicle,237500,2023-06-12,237500,Pledged,,,,,
COLL008958,L008958,Vehicle,493292.68,2023-06-14,493292.68,Released,,,,,
COLL008964,L008964,Business Asset / Property,112432.43,2023-06-15,112432.43,Pledged,,,,,
COLL008971,L008971,Vehicle,370714.29,2025-06-16,370714.29,Pledged,,,,,
COLL008979,L008979,Vehicle,557142.86,2024-09-16,557142.86,Pledged,,,,,
COLL008987,L008987,Business Asset / Property,322911.39,2023-06-17,322911.39,Released,,,,,
COLL008998,L008998,Vehicle,440595.24,2023-06-18,440595.24,Pledged,,,,,
COLL009020,L009020,Business Asset / Property,197752.81,2023-06-21,197752.81,Pledged,,,,,
COLL009026,L009026,Vehicle,244666.67,2023-06-21,244666.67,Pledged,,,,,
COLL009053,L009053,Vehicle,817500,2024-03-25,817500,Pledged,,,,,
COLL009058,L009058,Business Asset / Property,182250,2023-06-25,182250,Pledged,,,,,
COLL009066,L009066,Vehicle,203604.65,2024-10-26,203604.65,Pledged,,,,,
COLL009095,L009095,Vehicle,685949.37,2023-06-29,685949.37,Pledged,,,,,
COLL009097,L009097,Business Asset / Property,68333.33,2023-06-30,68333.33,Pledged,,,,,
COLL009100,L009100,Vehicle,334675.32,2023-06-30,334675.32,Pledged,,,,,
COLL009112,L009112,Vehicle,462763.16,2023-07-02,462763.16,Pledged,,,,,
COLL009119,L009119,Vehicle,316235.29,2023-07-03,316235.29,Pledged,,,,,
COLL009122,L009122,Business Asset / Property,61882.35,2023-07-03,61882.35,Pledged,,,,,
COLL009137,L009137,Vehicle,319750,2023-07-06,319750,Pledged,,,,,
COLL009149,L009149,Vehicle,208505.75,2023-07-07,208505.75,Released,,,,,
COLL009162,L009162,Vehicle,200000,2023-07-08,170000,Liquidated,2024-03-17,2024-04-25,154545.55,7424.69,147120.86
COLL009169,L009169,Vehicle,282435.9,2023-07-10,282435.9,Pledged,,,,,
COLL009223,L009223,Vehicle,531927.71,2023-07-18,531927.71,Pledged,,,,,
COLL009224,L009224,Business Asset / Property,232298.85,2024-02-18,232298.85,Released,,,,,
COLL009225,L009225,Business Asset / Property,347159.09,2023-07-18,347159.09,Pledged,,,,,
COLL009240,L009240,Business Asset / Property,68333.33,2023-07-20,68333.33,Pledged,,,,,
COLL009263,L009263,Business Asset / Property,390886.08,2023-07-23,332253.17,Liquidated,2023-11-12,2023-12-13,233026.03,15593.31,217432.72
COLL009281,L009281,Vehicle,1123000,2023-07-25,1123000,Pledged,,,,,
COLL009286,L009286,Business Asset / Property,1061136.36,2023-07-26,901965.91,Liquidated,2025-03-09,2025-03-27,607700.34,23747.19,583953.15
COLL009296,L009296,Vehicle,292988.51,2023-07-28,292988.51,Pledged,,,,,
COLL009310,L009310,Vehicle,1588227.85,2023-07-30,1588227.85,Pledged,,,,,
COLL009337,L009337,Vehicle,418352.94,2023-08-02,418352.94,Pledged,,,,,
COLL009339,L009339,Vehicle,254400,2023-08-02,254400,Pledged,,,,,
COLL009342,L009342,Business Asset / Property,361111.11,2023-08-02,361111.11,Pledged,,,,,
COLL009361,L009361,Vehicle,614756.1,2024-08-05,614756.1,Pledged,,,,,
COLL009373,L009373,Vehicle,210000,2023-08-06,210000,Pledged,,,,,
COLL009413,L009413,Vehicle,265365.85,2024-07-11,225560.97,Liquidated,2025-07-29,2025-08-28,213696.73,10732.52,202964.21
COLL009435,L009435,Vehicle,358205.13,2023-08-15,358205.13,Pledged,,,,,
COLL009438,L009438,Vehicle,615517.24,2023-08-15,615517.24,Pledged,,,,,
COLL009450,L009450,Business Asset / Property,679375,2025-09-17,679375,Pledged,,,,,
COLL009456,L009456,Vehicle,489125,2023-08-18,415756.25,Liquidated,2024-07-05,2024-07-22,281506.78,18131.81,263374.97
COLL009463,L009463,Business Asset / Property,115555.56,2023-08-19,115555.56,Pledged,,,,,
COLL009479,L009479,Business Asset / Property,205777.78,2023-08-22,205777.78,Pledged,,,,,
COLL009493,L009493,Business Asset / Property,130547.95,2023-08-24,130547.95,Pledged,,,,,
COLL009499,L009499,Vehicle,1067887.32,2024-04-24,1067887.32,Pledged,,,,,
COLL009512,L009512,Vehicle,354719.1,2023-08-26,354719.1,Released,,,,,
COLL009537,L009537,Business Asset / Property,177241.38,2023-08-29,177241.38,Pledged,,,,,
COLL009547,L009547,Vehicle,297831.33,2023-09-30,297831.33,Pledged,,,,,
COLL009552,L009552,Vehicle,305633.8,2023-08-31,259788.73,Liquidated,2024-02-10,2024-03-14,196447.14,6365.16,190081.98
COLL009554,L009554,Business Asset / Property,204137.93,2023-08-31,173517.24,Liquidated,2023-11-04,2023-12-07,114155.28,5295.94,108859.34
COLL009565,L009565,Business Asset / Property,200555.56,2023-09-01,200555.56,Pledged,,,,,
COLL009617,L009617,Vehicle,425454.55,2023-09-07,425454.55,Pledged,,,,,
COLL009626,L009626,Vehicle,836363.64,2023-09-09,836363.64,Pledged,,,,,
COLL009628,L009628,Vehicle,311975.31,2023-09-09,311975.31,Pledged,,,,,
COLL009634,L009634,Business Asset / Property,550952.38,2023-09-11,468309.52,Liquidated,2025-09-29,2025-10-24,339432.11,25371.37,314060.74
COLL009643,L009643,Vehicle,176966.29,2025-07-11,176966.29,Pledged,,,,,
COLL009693,L009693,Vehicle,278309.86,2023-09-16,278309.86,Pledged,,,,,
COLL009695,L009695,Vehicle,236987.95,2023-09-16,236987.95,Pledged,,,,,
COLL009701,L009701,Vehicle,1177123.29,2025-04-17,1177123.29,Pledged,,,,,
COLL009723,L009723,Business Asset / Property,341888.89,2025-05-19,341888.89,Pledged,,,,,
COLL009771,L009771,Vehicle,622666.67,2023-09-24,622666.67,Pledged,,,,,
COLL009778,L009778,Business Asset / Property,882285.71,2023-09-24,749942.85,Liquidated,2024-07-03,2024-07-24,717559.22,51531.56,666027.66
COLL009796,L009796,Business Asset / Property,828533.33,2023-09-27,828533.33,Pledged,,,,,
COLL009801,L009801,Vehicle,561034.48,2023-09-27,561034.48,Pledged,,,,,
COLL009809,L009809,Business Asset / Property,294044.94,2023-09-28,294044.94,Released,,,,,
COLL009812,L009812,Vehicle,495517.24,2023-09-28,421189.65,Liquidated,2025-04-07,2025-05-18,399089.87,25384.4,373705.47
COLL009830,L009830,Business Asset / Property,127083.33,2023-09-29,127083.33,Pledged,,,,,
COLL009838,L009838,Business Asset / Property,151923.08,2023-09-30,151923.08,Pledged,,,,,
COLL009839,L009839,Business Asset / Property,76385.54,2023-09-30,76385.54,Pledged,,,,,
COLL009889,L009889,Vehicle,247613.64,2023-10-05,247613.64,Pledged,,,,,
COLL009893,L009893,Business Asset / Property,463750,2025-04-05,463750,Pledged,,,,,
COLL009895,L009895,Business Asset / Property,387790.7,2023-10-05,387790.7,Pledged,,,,,
COLL009903,L009903,Vehicle,604523.81,2023-10-05,604523.81,Pledged,,,,,
COLL009916,L009916,Business Asset / Property,124285.71,2023-10-07,124285.71,Pledged,,,,,
COLL009942,L009942,Vehicle,291714.29,2023-10-09,291714.29,Pledged,,,,,
COLL009955,L009955,Vehicle,564459.46,2023-10-11,479790.54,Liquidated,2023-12-26,2024-01-20,334799.16,16270.61,318528.55
COLL009972,L009972,Vehicle,652875,2023-10-12,652875,Released,,,,,
COLL009973,L009973,Vehicle,587261.9,2023-10-12,587261.9,Pledged,,,,,
COLL009975,L009975,Vehicle,174022.99,2023-10-12,174022.99,Pledged,,,,,
COLL010009,L010009,Business Asset / Property,189647.06,2023-10-16,189647.06,Pledged,,,,,
COLL010010,L010010,Business Asset / Property,274941.18,2023-10-16,274941.18,Pledged,,,,,
COLL010016,L010016,Vehicle,319873.42,2023-10-16,271892.41,Liquidated,2024-04-23,2024-05-22,271701.65,10117.54,261584.11
COLL010022,L010022,Vehicle,216626.51,2025-10-16,216626.51,Pledged,,,,,
COLL010029,L010029,Business Asset / Property,225862.07,2023-10-17,225862.07,Pledged,,,,,
COLL010087,L010087,Vehicle,429620.25,2023-10-22,429620.25,Pledged,,,,,
COLL010111,L010111,Business Asset / Property,551785.71,2023-10-24,551785.71,Pledged,,,,,
COLL010134,L010134,Vehicle,226527.78,2025-08-26,226527.78,Pledged,,,,,
COLL010137,L010137,Business Asset / Property,718522.73,2023-10-27,610744.32,Liquidated,2024-05-14,2024-06-16,553120.22,36031.12,517089.1
COLL010142,L010142,Business Asset / Property,428441.56,2023-10-27,428441.56,Pledged,,,,,
COLL010144,L010144,Vehicle,546931.82,2023-10-28,546931.82,Pledged,,,,,
COLL010177,L010177,Business Asset / Property,81000,2023-10-31,68850,Liquidated,2024-05-07,2024-06-19,55568.83,2524.95,53043.88
COLL010191,L010191,Business Asset / Property,129733.33,2023-11-01,129733.33,Released,,,,,
COLL010198,L010198,Business Asset / Property,179473.68,2023-11-02,179473.68,Pledged,,,,,
COLL010213,L010213,Business Asset / Property,218933.33,2023-11-04,186093.33,Liquidated,2025-12-21,2026-01-07,152323.26,9782.18,142541.08
COLL010232,L010232,Vehicle,696428.57,2024-01-06,696428.57,Pledged,,,,,
COLL010273,L010273,Business Asset / Property,69078.95,2025-07-10,69078.95,Pledged,,,,,
COLL010291,L010291,Business Asset / Property,729615.38,2023-11-12,729615.38,Pledged,,,,,
COLL010293,L010293,Vehicle,405280.9,2023-11-12,405280.9,Pledged,,,,,
COLL010299,L010299,Business Asset / Property,2282876.71,2023-11-12,2282876.71,Released,,,,,
COLL010328,L010328,Business Asset / Property,391267.61,2023-11-15,391267.61,Pledged,,,,,
COLL010334,L010334,Vehicle,450714.29,2023-11-16,450714.29,Pledged,,,,,
COLL010354,L010354,Business Asset / Property,678072.29,2023-11-18,678072.29,Pledged,,,,,
COLL010355,L010355,Business Asset / Property,102285.71,2023-11-18,102285.71,Pledged,,,,,
COLL010366,L010366,Business Asset / Property,207558.14,2023-11-19,207558.14,Pledged,,,,,
COLL010379,L010379,Business Asset / Property,441951.22,2023-11-20,441951.22,Pledged,,,,,
COLL010386,L010386,Business Asset / Property,173023.26,2023-11-20,147069.77,Liquidated,2024-03-02,2024-03-24,114000.79,3673.18,110327.61
COLL010393,L010393,Business Asset / Property,162933.33,2023-11-21,162933.33,Pledged,,,,,
COLL010403,L010403,Vehicle,266216.22,2023-11-22,266216.22,Pledged,,,,,
COLL010407,L010407,Business Asset / Property,133809.52,2023-11-23,133809.52,Pledged,,,,,
COLL010436,L010436,Vehicle,950000,2025-03-25,807500,Liquidated,2025-07-30,2025-09-04,590305.53,37846.73,552458.8
COLL010464,L010464,Vehicle,338000,2023-11-27,338000,Pledged,,,,,
COLL010475,L010475,Vehicle,888513.51,2023-11-28,888513.51,Pledged,,,,,
COLL010479,L010479,Business Asset / Property,76493.51,2023-11-28,76493.51,Pledged,,,,,
COLL010485,L010485,Vehicle,572253.52,2023-11-29,572253.52,Pledged,,,,,
COLL010488,L010488,Business Asset / Property,537000,2023-11-29,537000,Pledged,,,,,
COLL010499,L010499,Business Asset / Property,74303.8,2023-11-30,74303.8,Pledged,,,,,
COLL010528,L010528,Business Asset / Property,258505.75,2023-12-02,258505.75,Pledged,,,,,
COLL010535,L010535,Business Asset / Property,169024.39,2023-12-02,169024.39,Pledged,,,,,
COLL010591,L010591,Vehicle,280897.44,2023-12-07,280897.44,Pledged,,,,,
COLL010608,L010608,Business Asset / Property,106292.13,2024-07-08,106292.13,Pledged,,,,,
COLL010619,L010619,Business Asset / Property,645697.67,2023-12-09,548843.02,Liquidated,2025-02-17,2025-03-28,359006.72,24969.39,334037.33
COLL010634,L010634,Business Asset / Property,467906.98,2023-12-10,467906.98,Released,,,,,
COLL010645,L010645,Vehicle,417333.33,2024-07-11,417333.33,Pledged,,,,,
COLL010649,L010649,Business Asset / Property,212142.86,2023-12-11,212142.86,Released,,,,,
COLL010653,L010653,Vehicle,645342.47,2026-02-12,645342.47,Pledged,,,,,
COLL010694,L010694,Business Asset / Property,168611.11,2024-02-15,168611.11,Pledged,,,,,
COLL010697,L010697,Vehicle,688620.69,2023-12-16,585327.59,Liquidated,2024-07-23,2024-08-26,544645.56,36919.3,507726.26
COLL010705,L010705,Business Asset / Property,222297.3,2023-12-16,222297.3,Released,,,,,
COLL010743,L010743,Vehicle,257792.21,2023-12-19,257792.21,Pledged,,,,,
COLL010766,L010766,Vehicle,895903.61,2023-12-22,895903.61,Pledged,,,,,
COLL010782,L010782,Business Asset / Property,113614.46,2023-12-23,113614.46,Pledged,,,,,
COLL010788,L010788,Vehicle,1145733.33,2024-12-23,1145733.33,Pledged,,,,,
COLL010796,L010796,Vehicle,501590.91,2023-12-24,501590.91,Pledged,,,,,
COLL010803,L010803,Business Asset / Property,280394.74,2023-12-25,280394.74,Released,,,,,
COLL010815,L010815,Vehicle,260909.09,2023-12-25,221772.73,Liquidated,2024-09-12,2024-10-10,178345.32,8631.57,169713.75
COLL010823,L010823,Vehicle,475694.44,2023-12-26,475694.44,Pledged,,,,,
COLL010837,L010837,Business Asset / Property,107619.05,2023-12-28,107619.05,Pledged,,,,,
COLL010841,L010841,Business Asset / Property,670941.18,2023-12-28,570300,Liquidated,2024-03-12,2024-04-24,435757.09,17069.33,418687.76
COLL010852,L010852,Business Asset / Property,427500,2024-06-29,427500,Pledged,,,,,
COLL010857,L010857,Business Asset / Property,141392.41,2023-12-29,141392.41,Pledged,,,,,
COLL010865,L010865,Vehicle,356315.79,2023-12-30,356315.79,Released,,,,,
COLL010878,L010878,Vehicle,194177.22,2023-12-31,165050.64,Liquidated,2024-10-05,2024-11-13,159278.88,8668.15,150610.73
COLL010885,L010885,Vehicle,237671.23,2023-12-31,237671.23,Pledged,,,,,
COLL010886,L010886,Business Asset / Property,93116.88,2023-12-31,93116.88,Pledged,,,,,
COLL010893,L010893,Vehicle,715000,2024-01-01,607750,Liquidated,2025-01-17,2025-02-06,464764.62,24138.12,440626.5
COLL010926,L010926,Business Asset / Property,913170.73,2025-09-04,913170.73,Released,,,,,
COLL010951,L010951,Vehicle,252837.84,2024-01-07,252837.84,Pledged,,,,,
COLL010953,L010953,Vehicle,207972.97,2024-01-07,207972.97,Pledged,,,,,
COLL010964,L010964,Vehicle,579638.55,2024-01-08,579638.55,Pledged,,,,,
COLL011027,L011027,Vehicle,256338.03,2024-01-14,256338.03,Released,,,,,
COLL011036,L011036,Business Asset / Property,426266.67,2024-01-15,426266.67,Pledged,,,,,
COLL011063,L011063,Business Asset / Property,173625,2024-01-18,173625,Pledged,,,,,
COLL011070,L011070,Vehicle,589772.73,2024-01-18,589772.73,Pledged,,,,,
COLL011074,L011074,Vehicle,884266.67,2024-01-18,884266.67,Pledged,,,,,
COLL011076,L011076,Business Asset / Property,252400,2024-01-19,252400,Pledged,,,,,
COLL011079,L011079,Vehicle,315657.89,2024-01-19,315657.89,Pledged,,,,,
COLL011084,L011084,Vehicle,983614.46,2024-01-20,983614.46,Pledged,,,,,
COLL011086,L011086,Vehicle,318481.01,2024-01-20,318481.01,Pledged,,,,,
COLL011104,L011104,Business Asset / Property,130813.95,2024-01-21,130813.95,Pledged,,,,,
COLL011120,L011120,Vehicle,210574.71,2024-01-23,210574.71,Released,,,,,
COLL011140,L011140,Vehicle,235324.68,2024-01-24,235324.68,Pledged,,,,,
COLL011153,L011153,Business Asset / Property,355774.65,2024-01-26,355774.65,Pledged,,,,,
COLL011157,L011157,Vehicle,385000,2024-01-26,385000,Pledged,,,,,
COLL011158,L011158,Vehicle,813896.1,2024-01-26,813896.1,Pledged,,,,,
COLL011188,L011188,Business Asset / Property,76582.28,2024-01-29,76582.28,Released,,,,,
COLL011205,L011205,Vehicle,1253472.22,2024-01-30,1253472.22,Pledged,,,,,
COLL011225,L011225,Business Asset / Property,210581.4,2024-01-31,210581.4,Pledged,,,,,
COLL011228,L011228,Vehicle,418795.18,2024-01-31,418795.18,Released,,,,,
COLL011236,L011236,Business Asset / Property,121333.33,2024-02-01,121333.33,Pledged,,,,,
COLL011250,L011250,Business Asset / Property,133139.53,2024-02-02,133139.53,Pledged,,,,,
COLL011258,L011258,Business Asset / Property,251379.31,2024-02-02,251379.31,Pledged,,,,,
COLL011259,L011259,Business Asset / Property,123561.64,2024-02-02,123561.64,Pledged,,,,,
COLL011268,L011268,Business Asset / Property,475679.01,2024-02-03,475679.01,Pledged,,,,,
COLL011284,L011284,Vehicle,635697.67,2024-07-05,635697.67,Pledged,,,,,
COLL011304,L011304,Vehicle,450919.54,2024-02-06,450919.54,Pledged,,,,,
COLL011309,L011309,Vehicle,261081.08,2024-02-07,261081.08,Pledged,,,,,
COLL011324,L011324,Business Asset / Property,257560.98,2024-02-08,257560.98,Pledged,,,,,
COLL011338,L011338,Vehicle,666585.37,2024-02-10,566597.56,Liquidated,2026-02-15,2026-03-05,564091.93,38113.41,525978.52
COLL011339,L011339,Vehicle,345625,2024-02-10,345625,Pledged,,,,,
COLL011349,L011349,Business Asset / Property,323132.53,2024-02-11,323132.53,Pledged,,,,,
COLL011359,L011359,Vehicle,275747.13,2024-02-12,275747.13,Released,,,,,
COLL011393,L011393,Business Asset / Property,109861.11,2024-03-15,93381.94,Liquidated,2025-03-26,2025-04-12,65834.08,2816.26,63017.82
COLL011403,L011403,Vehicle,325000,2025-04-16,325000,Pledged,,,,,
COLL011427,L011427,Business Asset / Property,79764.71,2024-02-18,79764.71,Pledged,,,,,
COLL011440,L011440,Vehicle,563766.23,2025-10-20,563766.23,Pledged,,,,,
COLL011452,L011452,Business Asset / Property,164500,2025-12-20,164500,Pledged,,,,,
COLL011463,L011463,Vehicle,286352.94,2024-02-22,286352.94,Pledged,,,,,
COLL011482,L011482,Vehicle,308139.53,2024-02-23,261918.6,Liquidated,2025-09-07,2025-10-02,238708.04,10240.05,228467.99
COLL011490,L011490,Business Asset / Property,692266.67,2024-02-24,692266.67,Pledged,,,,,
COLL011498,L011498,Vehicle,1895833.33,2024-02-25,1895833.33,Pledged,,,,,
COLL011524,L011524,Business Asset / Property,140277.78,2024-02-28,140277.78,Pledged,,,,,
COLL011562,L011562,Business Asset / Property,257307.69,2024-03-02,257307.69,Pledged,,,,,
COLL011570,L011570,Vehicle,556904.76,2024-03-03,556904.76,Released,,,,,
COLL011585,L011585,Business Asset / Property,381590.91,2024-03-04,381590.91,Pledged,,,,,
COLL011616,L011616,Business Asset / Property,158857.14,2024-03-07,158857.14,Pledged,,,,,
COLL011618,L011618,Business Asset / Property,239113.92,2024-03-07,239113.92,Pledged,,,,,
COLL011619,L011619,Business Asset / Property,178625,2024-03-07,178625,Pledged,,,,,
COLL011621,L011621,Vehicle,234044.94,2024-03-07,234044.94,Pledged,,,,,
COLL011631,L011631,Business Asset / Property,1108533.33,2024-03-08,1108533.33,Pledged,,,,,
COLL011643,L011643,Business Asset / Property,83797.47,2024-03-09,83797.47,Pledged,,,,,
COLL011661,L011661,Vehicle,199213.48,2024-03-11,199213.48,Pledged,,,,,
COLL011662,L011662,Business Asset / Property,275301.2,2024-03-11,275301.2,Pledged,,,,,
COLL011665,L011665,Business Asset / Property,338289.47,2024-03-11,338289.47,Pledged,,,,,
COLL011692,L011692,Business Asset / Property,89625,2024-03-14,89625,Pledged,,,,,
COLL011700,L011700,Vehicle,522530.12,2024-03-15,522530.12,Pledged,,,,,
COLL011702,L011702,Vehicle,666049.38,2024-03-15,666049.38,Pledged,,,,,
COLL011739,L011739,Business Asset / Property,240845.07,2024-03-17,204718.31,Liquidated,2024-11-03,2024-11-24,200025.2,13935.34,186089.86
COLL011741,L011741,Vehicle,298589.74,2024-11-17,298589.74,Pledged,,,,,
COLL011762,L011762,Vehicle,235394.74,2025-02-20,235394.74,Pledged,,,,,
COLL011763,L011763,Business Asset / Property,465903.61,2024-03-20,396018.07,Liquidated,2025-01-26,2025-03-06,344095.4,18654.08,325441.32
COLL011765,L011765,Business Asset / Property,94246.58,2024-03-20,94246.58,Pledged,,,,,
COLL011769,L011769,Vehicle,827105.26,2024-03-21,703039.47,Liquidated,2024-08-10,2024-08-30,621208.75,25115.52,596093.23
COLL011790,L011790,Vehicle,206046.51,2024-03-22,206046.51,Pledged,,,,,
COLL011801,L011801,Vehicle,267333.33,2024-03-23,227233.33,Liquidated,2025-03-07,2025-03-28,215209.88,15307.1,199902.78
COLL011803,L011803,Business Asset / Property,388493.15,2024-03-23,388493.15,Pledged,,,,,
COLL011804,L011804,Business Asset / Property,220833.33,2024-03-23,220833.33,Pledged,,,,,
COLL011805,L011805,Vehicle,206962.03,2024-03-23,206962.03,Released,,,,,
COLL011810,L011810,Vehicle,288461.54,2025-08-23,288461.54,Pledged,,,,,
COLL011811,L011811,Business Asset / Property,637631.58,2024-03-23,637631.58,Pledged,,,,,
COLL011830,L011830,Vehicle,441025.64,2024-03-25,441025.64,Pledged,,,,,
COLL011840,L011840,Vehicle,779195.4,2024-03-26,779195.4,Pledged,,,,,
COLL011847,L011847,Vehicle,710136.99,2024-03-26,710136.99,Pledged,,,,,
COLL011865,L011865,Vehicle,232911.39,2024-11-28,232911.39,Pledged,,,,,
COLL011866,L011866,Vehicle,478701.3,2024-03-28,478701.3,Pledged,,,,,
COLL011877,L011877,Vehicle,440000,2025-10-29,440000,Pledged,,,,,
COLL011880,L011880,Business Asset / Property,349662.92,2024-03-29,349662.92,Pledged,,,,,
COLL011901,L011901,Vehicle,330131.58,2024-03-31,280611.84,Liquidated,2024-06-09,2024-07-22,204320.2,14825.54,189494.66
COLL011909,L011909,Business Asset / Property,345466.67,2024-04-01,345466.67,Pledged,,,,,
COLL011942,L011942,Business Asset / Property,696164.38,2024-04-05,696164.38,Released,,,,,
COLL011953,L011953,Vehicle,254375,2024-04-06,254375,Pledged,,,,,
COLL011955,L011955,Vehicle,311566.27,2024-04-07,311566.27,Pledged,,,,,
COLL011963,L011963,Business Asset / Property,166666.67,2024-04-08,166666.67,Pledged,,,,,
COLL011986,L011986,Business Asset / Property,141315.79,2024-04-11,141315.79,Pledged,,,,,
COLL012008,L012008,Business Asset / Property,511022.73,2024-04-14,511022.73,Pledged,,,,,
COLL012009,L012009,Vehicle,482027.03,2024-04-14,482027.03,Released,,,,,
COLL012014,L012014,Vehicle,871724.14,2024-04-15,871724.14,Pledged,,,,,
COLL012033,L012033,Vehicle,304605.26,2024-04-17,304605.26,Pledged,,,,,
COLL012047,L012047,Vehicle,214337.35,2024-04-18,214337.35,Released,,,,,
