application_id,customer_id,application_date,assessment_date,approval_date,issue_date,product_type,requested_amount,requested_term_months,application_channel,status,rejection_reason
APP0066631,C007224,2023-05-20,2023-05-21,,,Auto Loan,1016200,39,Mobile App,Rejected,Short Employment History
APP0068081,C003222,2023-05-20,2023-05-22,,,Consumer Loan,84500,36,Online,Rejected,High DTI
APP0069981,C002317,2023-05-20,2023-05-22,,,Personal Loan,160700,43,Call Center,Rejected,High DTI
APP0072853,C005238,2023-05-20,2023-05-21,,,Small Business Loan,964200,26,Branch,Rejected,High DTI
APP0075984,C010083,2023-05-20,2023-05-22,,,Small Business Loan,588800,36,Branch,Rejected,High DTI
APP0076959,C001540,2023-05-20,2023-05-21,,,Auto Loan,337000,53,Branch,Rejected,High DTI
APP0078731,C009794,2023-05-20,2023-05-23,,,Auto Loan,1145100,46,Mobile App,Rejected,Short Employment History
APP0079515,C001214,2023-05-20,2023-05-21,,,Auto Loan,1125200,53,Mobile App,Rejected,High DTI
APP0079522,C009774,2023-05-20,2023-05-23,,,Personal Loan,128900,19,Mobile App,Rejected,High DTI
APP0005251,C008976,2023-05-21,2023-05-22,,,Small Business Loan,983400,33,Call Center,Rejected,High DTI
APP0006377,C007500,2023-05-21,2023-05-24,2023-05-27,2023-05-27,Personal Loan,175300,27,Branch,Approved,
APP0008406,C006951,2023-05-21,2023-05-24,,,Small Business Loan,935600,18,Call Center,Rejected,High DTI
APP0011014,C005678,2023-05-21,2023-05-24,,,Personal Loan,128300,31,Online,Rejected,High DTI
APP0011733,C006994,2023-05-21,2023-05-22,,,Small Business Loan,216400,35,Branch,Rejected,High DTI
APP0013239,C010895,2023-05-21,2023-05-23,,,Consumer Loan,69000,10,Branch,Rejected,High DTI
APP0014497,C000925,2023-05-21,2023-05-24,,,Small Business Loan,756800,27,Mobile App,Rejected,High DTI
APP0016035,C008575,2023-05-21,2023-05-24,,,Auto Loan,700900,59,Agent,Rejected,High DTI
APP0018439,C007388,2023-05-21,2023-05-24,2023-05-26,2023-05-28,Auto Loan,398700,51,Online,Approved,
APP0019638,C005400,2023-05-21,2023-05-24,,,Small Business Loan,91800,40,Call Center,Rejected,Short Employment History
APP0025416,C002106,2023-05-21,2023-05-24,2023-05-26,2023-05-28,Consumer Loan,134200,18,Mobile App,Approved,
APP0029525,C010448,2023-05-21,2023-05-22,,,Auto Loan,573900,40,Mobile App,Rejected,High DTI
APP0030241,C002380,2023-05-21,2023-05-22,,,Auto Loan,1361000,32,Mobile App,Rejected,High DTI
APP0031478,C008163,2023-05-21,2023-05-24,,,Personal Loan,297600,22,Branch,Rejected,High DTI
APP0033886,C008302,2023-05-21,2023-05-24,,,Small Business Loan,1566100,43,Call Center,Rejected,High DTI
APP0035453,C003928,2023-05-21,2023-05-22,2023-05-26,2023-05-29,Consumer Loan,142500,20,Branch,Approved,
APP0037906,C009479,2023-05-21,2023-05-22,2023-05-25,2023-05-27,Personal Loan,51100,12,Call Center,Approved,
APP0044206,C004129,2023-05-21,2023-05-24,2023-05-25,2023-05-26,Consumer Loan,33400,20,Call Center,Approved,
APP0046762,C004934,2023-05-21,2023-05-24,,,Personal Loan,224500,30,Agent,Rejected,High DTI
APP0049761,C007395,2023-05-21,2023-05-24,,,Personal Loan,33600,18,Call Center,Rejected,High DTI
APP0051517,C007948,2023-05-21,2023-05-23,,,Personal Loan,128900,46,Mobile App,Rejected,High DTI
APP0054155,C007944,2023-05-21,2023-05-24,,,Personal Loan,130900,9,Online,Rejected,High DTI
APP0054935,C001248,2023-05-21,2023-05-22,,,Consumer Loan,122100,27,Mobile App,Rejected,High DTI
APP0055150,C002256,2023-05-21,2023-05-24,,,Personal Loan,294900,45,Branch,Rejected,High DTI
APP0057066,C007290,2023-05-21,2023-05-23,,,Auto Loan,879300,29,Mobile App,Rejected,High DTI
APP0057910,C005209,2023-05-21,2023-05-24,,,Consumer Loan,112100,12,Mobile App,Rejected,High DTI
APP0061276,C002612,2023-05-21,2023-05-23,,,Auto Loan,342400,29,Call Center,Rejected,High DTI
APP0062576,C008233,2023-05-21,2023-05-23,,,Consumer Loan,25500,36,Mobile App,Rejected,Low Credit Score
APP0063781,C003905,2023-05-21,2023-05-24,,,Personal Loan,134400,40,Online,Rejected,High DTI
APP0066693,C008510,2023-05-21,2023-05-24,,,Auto Loan,411000,58,Mobile App,Rejected,High DTI
APP0068391,C008346,2023-05-21,2023-05-24,,,Small Business Loan,1199400,36,Branch,Rejected,High DTI
APP0072504,C008689,2023-05-21,2023-05-23,,,Consumer Loan,140300,24,Call Center,Rejected,High DTI
APP0075207,C010434,2023-05-21,2023-05-24,,,Small Business Loan,1759700,22,Branch,Rejected,Low Credit Score
APP0075625,C007316,2023-05-21,2023-05-23,,,Personal Loan,63200,18,Branch,Rejected,High DTI
APP0076506,C008074,2023-05-21,2023-05-22,,,Personal Loan,275000,30,Call Center,Rejected,High DTI
APP0076511,C008830,2023-05-21,2023-05-23,,,Auto Loan,1304600,48,Agent,Rejected,Low Credit Score
APP0076998,C000639,2023-05-21,2023-05-22,,,Auto Loan,1457500,47,Mobile App,Rejected,High DTI
APP0079555,C005162,2023-05-21,2023-05-24,2023-05-26,2023-05-28,Personal Loan,108500,29,Agent,Approved,
APP0004421,C002023,2023-05-22,2023-05-24,2023-05-25,2023-05-26,Consumer Loan,125200,35,Online,Approved,
APP0008123,C000555,2023-05-22,2023-05-23,,,Auto Loan,765000,34,Branch,Rejected,Low Credit Score
APP0010205,C006298,2023-05-22,2023-05-23,2023-05-24,2023-05-25,Personal Loan,202300,40,Branch,Approved,
APP0012203,C009928,2023-05-22,2023-05-24,,,Auto Loan,908400,36,Mobile App,Rejected,High DTI
APP0012554,C002815,2023-05-22,2023-05-25,,,Small Business Loan,1525300,51,Online,Rejected,High DTI
APP0012685,C000322,2023-05-22,2023-05-23,,,Personal Loan,280400,40,Mobile App,Rejected,High DTI
APP0013476,C004081,2023-05-22,2023-05-23,,,Auto Loan,508500,56,Online,Rejected,Low Credit Score
APP0014800,C000810,2023-05-22,2023-05-23,2023-05-27,2023-05-27,Consumer Loan,46100,6,Agent,Approved,
APP0017053,C005871,2023-05-22,2023-05-23,,,Consumer Loan,132000,36,Branch,Rejected,Low Credit Score
APP0019011,C009485,2023-05-22,2023-05-25,,,Personal Loan,255000,46,Branch,Rejected,Low Credit Score
APP0020555,C000431,2023-05-22,2023-05-23,2023-05-27,2023-05-29,Consumer Loan,121600,27,Branch,Approved,
APP0021564,C002009,2023-05-22,2023-05-25,,,Personal Loan,164800,26,Mobile App,Rejected,High DTI
APP0023833,C006126,2023-05-22,2023-05-24,,,Small Business Loan,759300,23,Mobile App,Rejected,High DTI
APP0024893,C003775,2023-05-22,2023-05-24,,,Personal Loan,93800,8,Branch,Rejected,High DTI
APP0031970,C008623,2023-05-22,2023-05-24,2023-05-25,2023-05-26,Small Business Loan,433200,60,Mobile App,Approved,
APP0033291,C008765,2023-05-22,2023-05-23,,,Auto Loan,196400,35,Branch,Rejected,High DTI
APP0033591,C007390,2023-05-22,2023-05-24,2023-05-27,2023-05-29,Personal Loan,71300,34,Mobile App,Approved,
APP0034123,C000282,2023-05-22,2023-05-23,,,Consumer Loan,20700,8,Call Center,Rejected,Short Employment History
APP0035478,C004626,2023-05-22,2023-05-24,,,Consumer Loan,71300,26,Mobile App,Rejected,Low Credit Score
APP0043703,C010262,2023-05-22,2023-05-24,,,Personal Loan,183800,31,Mobile App,Rejected,High DTI
APP0045831,C004094,2023-05-22,2023-05-25,,,Personal Loan,68400,26,Mobile App,Rejected,Incomplete Documentation
APP0047648,C001026,2023-05-22,2023-05-24,,,Personal Loan,33900,37,Branch,Withdrawn,
APP0049345,C007841,2023-05-22,2023-05-24,2023-05-28,2023-05-31,Consumer Loan,84300,21,Online,Approved,
APP0050044,C005486,2023-05-22,2023-05-25,,,Auto Loan,1398400,30,Call Center,Rejected,High DTI
APP0050279,C006621,2023-05-22,2023-05-23,,,Consumer Loan,96700,25,Call Center,Rejected,High DTI
APP0051874,C007201,2023-05-22,2023-05-24,,,Small Business Loan,292700,44,Online,Rejected,High DTI
APP0052190,C010941,2023-05-22,2023-05-23,,,Personal Loan,65900,17,Mobile App,Rejected,High DTI
APP0052332,C008359,2023-05-22,2023-05-25,,,Small Business Loan,290200,36,Mobile App,Rejected,High DTI
APP0053901,C009198,2023-05-22,2023-05-24,,,Personal Loan,159500,32,Mobile App,Rejected,High DTI
APP0055512,C000583,2023-05-22,2023-05-24,,,Consumer Loan,121600,10,Branch,Rejected,High DTI
APP0056420,C003143,2023-05-22,2023-05-25,2023-05-26,2023-05-28,Personal Loan,112400,22,Online,Approved,
APP0058107,C009644,2023-05-22,2023-05-23,2023-05-27,2023-05-27,Personal Loan,183100,14,Mobile App,Approved,
APP0059435,C002645,2023-05-22,2023-05-24,,,Personal Loan,297700,39,Branch,Rejected,High DTI
APP0064037,C001135,2023-05-22,2023-05-25,,,Personal Loan,33900,48,Online,Rejected,High DTI
APP0066817,C004753,2023-05-22,2023-05-24,,,Auto Loan,422100,48,Branch,Rejected,High DTI
APP0068385,C002809,2023-05-22,2023-05-25,,,Personal Loan,194600,19,Online,Rejected,High DTI
APP0070960,C001114,2023-05-22,2023-05-23,,,Personal Loan,298100,35,Online,Rejected,High DTI
APP0071526,C010610,2023-05-22,2023-05-23,,,Auto Loan,1279500,18,Online,Rejected,Low Credit Score
APP0074434,C007317,2023-05-22,2023-05-24,,,Auto Loan,588200,45,Branch,Rejected,High DTI
APP0074705,C000542,2023-05-22,2023-05-23,,,Small Business Loan,86500,40,Mobile App,Rejected,High DTI
APP0077713,C006363,2023-05-22,2023-05-25,,,Personal Loan,57100,28,Agent,Rejected,High DTI
APP0002564,C005964,2023-05-23,2023-05-26,,,Personal Loan,279100,12,Agent,Rejected,High DTI
APP0003338,C006098,2023-05-23,2023-05-24,,,Auto Loan,468400,21,Mobile App,Rejected,High DTI
APP0004683,C002929,2023-05-23,2023-05-25,,,Small Business Loan,1996700,21,Online,Rejected,High DTI
APP0006942,C010031,2023-05-23,2023-05-25,,,Small Business Loan,1275400,49,Agent,Rejected,High DTI
APP0008510,C000990,2023-05-23,2023-05-26,,,Small Business Loan,182000,21,Call Center,Withdrawn,
APP0009029,C010189,2023-05-23,2023-05-24,,,Auto Loan,1490000,44,Call Center,Rejected,High DTI
APP0014365,C003516,2023-05-23,2023-05-25,2023-05-29,2023-05-31,Auto Loan,266700,54,Branch,Approved,
APP0015285,C005703,2023-05-23,2023-05-25,2023-05-28,2023-05-31,Small Business Loan,238000,25,Online,Approved,
APP0016081,C009900,2023-05-23,2023-05-26,,,Personal Loan,127800,6,Call Center,Rejected,High DTI
APP0017186,C002944,2023-05-23,2023-05-24,,,Consumer Loan,144700,9,Mobile App,Rejected,Incomplete Documentation
APP0022404,C003347,2023-05-23,2023-05-25,2023-05-28,2023-05-30,Personal Loan,97200,17,Branch,Approved,
APP0023442,C001895,2023-05-23,2023-05-26,,,Small Business Loan,379800,30,Branch,Rejected,High DTI
APP0024979,C005319,2023-05-23,2023-05-25,,,Auto Loan,1465900,35,Online,Rejected,High DTI
APP0025782,C006280,2023-05-23,2023-05-25,,,Auto Loan,663500,34,Branch,Rejected,High DTI
APP0028169,C007333,2023-05-23,2023-05-24,,,Personal Loan,178000,38,Branch,Rejected,Insufficient Income
APP0031088,C004456,2023-05-23,2023-05-25,,,Personal Loan,258400,26,Mobile App,Rejected,Incomplete Documentation
APP0035186,C003116,2023-05-23,2023-05-24,,,Personal Loan,25600,11,Call Center,Withdrawn,
APP0036174,C002423,2023-05-23,2023-05-25,,,Consumer Loan,96500,18,Call Center,Rejected,High DTI
APP0036314,C002319,2023-05-23,2023-05-24,,,Consumer Loan,121800,25,Mobile App,Withdrawn,
APP0039487,C003657,2023-05-23,2023-05-25,,,Auto Loan,1214500,45,Branch,Rejected,High DTI
APP0040875,C007930,2023-05-23,2023-05-26,,,Consumer Loan,141500,23,Mobile App,Rejected,High DTI
APP0042157,C007729,2023-05-23,2023-05-24,,,Auto Loan,1163800,57,Mobile App,Rejected,High DTI
APP0044484,C003441,2023-05-23,2023-05-24,,,Personal Loan,265700,17,Online,Rejected,High DTI
APP0047478,C009111,2023-05-23,2023-05-26,,,Personal Loan,116800,10,Branch,Rejected,High DTI
APP0050978,C005018,2023-05-23,2023-05-25,,,Consumer Loan,38700,17,Online,Rejected,High DTI
APP0051118,C000973,2023-05-23,2023-05-24,,,Auto Loan,685700,48,Call Center,Rejected,Low Credit Score
APP0057804,C008559,2023-05-23,2023-05-26,,,Small Business Loan,882000,39,Call Center,Rejected,High DTI
APP0062358,C008330,2023-05-23,2023-05-24,2023-05-25,2023-05-28,Consumer Loan,46500,14,Mobile App,Approved,
APP0064744,C002485,2023-05-23,2023-05-26,,,Auto Loan,218200,28,Mobile App,Rejected,High DTI
APP0065208,C007925,2023-05-23,2023-05-25,,,Personal Loan,150000,10,Online,Rejected,High DTI
APP0065232,C006297,2023-05-23,2023-05-24,,,Auto Loan,839000,41,Call Center,Rejected,Low Credit Score
APP0065574,C001920,2023-05-23,2023-05-25,,,Personal Loan,85400,26,Mobile App,Rejected,High DTI
APP0067937,C003341,2023-05-23,2023-05-25,,,Personal Loan,37600,46,Mobile App,Rejected,High DTI
APP0069157,C008047,2023-05-23,2023-05-25,,,Auto Loan,524700,50,Branch,Rejected,Low Credit Score
APP0070072,C009177,2023-05-23,2023-05-24,,,Small Business Loan,411600,47,Branch,Rejected,High DTI
APP0070578,C003343,2023-05-23,2023-05-26,,,Small Business Loan,1976800,48,Mobile App,Rejected,High DTI
APP0072604,C009960,2023-05-23,2023-05-24,,,Small Business Loan,1888300,55,Branch,Rejected,High DTI
APP0074866,C002403,2023-05-23,2023-05-26,2023-05-29,2023-05-29,Personal Loan,118000,42,Online,Approved,
APP0077228,C009391,2023-05-23,2023-05-26,,,Consumer Loan,49800,36,Call Center,Rejected,High DTI
APP0077284,C002990,2023-05-23,2023-05-24,,,Small Business Loan,1507900,27,Mobile App,Rejected,High DTI
APP0078656,C006656,2023-05-23,2023-05-24,,,Auto Loan,382400,14,Online,Rejected,High DTI
APP0000596,C007063,2023-05-24,2023-05-27,2023-05-30,2023-05-31,Personal Loan,164200,14,Branch,Approved,
APP0002431,C001645,2023-05-24,2023-05-26,2023-05-28,2023-05-31,Auto Loan,168900,33,Mobile App,Approved,
APP0010744,C005019,2023-05-24,2023-05-26,,,Personal Loan,277800,31,Mobile App,Rejected,High DTI
APP0011292,C010960,2023-05-24,2023-05-27,,,Small Business Loan,988000,16,Mobile App,Rejected,High DTI
APP0013951,C000961,2023-05-24,2023-05-27,,,Personal Loan,106500,11,Online,Rejected,High DTI
APP0014651,C003648,2023-05-24,2023-05-26,2023-05-27,2023-05-30,Consumer Loan,76900,24,Branch,Approved,
APP0020394,C000405,2023-05-24,2023-05-25,,,Small Business Loan,1994500,58,Branch,Rejected,High DTI
APP0021169,C000147,2023-05-24,2023-05-27,,,Small Business Loan,1263600,45,Call Center,Rejected,High DTI
APP0024051,C002362,2023-05-24,2023-05-25,,,Personal Loan,270100,23,Online,Rejected,High DTI
APP0025849,C002030,2023-05-24,2023-05-25,,,Auto Loan,585300,33,Branch,Rejected,High DTI
APP0026714,C001218,2023-05-24,2023-05-25,,,Small Business Loan,1500900,18,Mobile App,Rejected,High DTI
APP0026790,C008815,2023-05-24,2023-05-26,,,Auto Loan,1381600,51,Mobile App,Rejected,High DTI
APP0027217,C010686,2023-05-24,2023-05-25,2023-05-27,2023-05-28,Consumer Loan,41700,25,Branch,Approved,
APP0028713,C007143,2023-05-24,2023-05-26,,,Small Business Loan,809400,34,Agent,Rejected,High DTI
APP0029445,C001543,2023-05-24,2023-05-25,2023-05-29,2023-05-29,Consumer Loan,140200,33,Agent,Approved,
APP0030059,C001522,2023-05-24,2023-05-27,,,Auto Loan,672800,42,Branch,Rejected,High DTI
APP0032934,C007784,2023-05-24,2023-05-25,,,Auto Loan,323200,47,Agent,Rejected,High DTI
APP0035041,C004613,2023-05-24,2023-05-25,2023-05-26,2023-05-26,Personal Loan,123100,43,Call Center,Approved,
APP0037585,C008087,2023-05-24,2023-05-25,2023-05-28,2023-05-31,Consumer Loan,112300,30,Branch,Approved,
APP0038206,C001462,2023-05-24,2023-05-26,,,Auto Loan,1201600,12,Online,Rejected,High DTI
APP0038221,C009811,2023-05-24,2023-05-26,,,Auto Loan,631600,41,Mobile App,Rejected,High DTI
APP0041958,C009190,2023-05-24,2023-05-26,,,Small Business Loan,401900,49,Branch,Rejected,High DTI
APP0042061,C002669,2023-05-24,2023-05-25,2023-05-28,2023-05-29,Consumer Loan,22200,14,Agent,Approved,
APP0044612,C009669,2023-05-24,2023-05-25,,,Personal Loan,263800,37,Agent,Rejected,High DTI
APP0045560,C002620,2023-05-24,2023-05-25,2023-05-26,2023-05-27,Consumer Loan,50900,33,Branch,Approved,
APP0048844,C002885,2023-05-24,2023-05-27,,,Consumer Loan,47000,30,Mobile App,Rejected,Incomplete Documentation
APP0048884,C005034,2023-05-24,2023-05-26,,,Personal Loan,234400,40,Call Center,Rejected,High DTI
APP0051068,C005379,2023-05-24,2023-05-25,,,Small Business Loan,1049400,55,Agent,Rejected,High DTI
APP0051561,C004421,2023-05-24,2023-05-26,,,Small Business Loan,502500,57,Mobile App,Rejected,Low Credit Score
APP0052013,C006246,2023-05-24,2023-05-27,,,Personal Loan,153500,39,Online,Rejected,Incomplete Documentation
APP0053563,C007456,2023-05-24,2023-05-26,,,Small Business Loan,1948100,16,Branch,Rejected,High DTI
APP0057185,C006856,2023-05-24,2023-05-27,2023-05-29,2023-05-31,Personal Loan,77100,47,Call Center,Approved,
APP0057668,C004575,2023-05-24,2023-05-25,2023-05-27,2023-05-28,Personal Loan,50400,19,Mobile App,Approved,
APP0061002,C009610,2023-05-24,2023-05-27,,,Personal Loan,152900,47,Branch,Rejected,Incomplete Documentation
APP0063195,C007028,2023-05-24,2023-05-27,2023-05-28,2023-05-28,Personal Loan,39000,43,Branch,Approved,
APP0066845,C008233,2023-05-24,2023-05-25,,,Personal Loan,81300,44,Branch,Rejected,High DTI
APP0068100,C005376,2023-05-24,2023-05-25,,,Personal Loan,236900,30,Branch,Rejected,High DTI
APP0068324,C000427,2023-05-24,2023-05-26,2023-05-30,2023-05-30,Small Business Loan,110600,44,Mobile App,Approved,
APP0070617,C004898,2023-05-24,2023-05-26,,,Consumer Loan,24100,23,Agent,Rejected,Incomplete Documentation
APP0073990,C008496,2023-05-24,2023-05-25,,,Consumer Loan,65000,21,Mobile App,Rejected,High DTI
APP0074796,C006231,2023-05-24,2023-05-25,,,Small Business Loan,296300,39,Mobile App,Rejected,High DTI
APP0076010,C010196,2023-05-24,2023-05-26,2023-05-29,2023-06-01,Consumer Loan,16300,24,Online,Approved,
APP0079688,C010845,2023-05-24,2023-05-27,,,Small Business Loan,1575700,16,Branch,Rejected,High DTI
APP0080179,C010703,2023-05-24,2023-05-25,,,Personal Loan,298700,18,Call Center,Rejected,High DTI
APP0001089,C010389,2023-05-25,2023-05-27,2023-05-30,2023-06-01,Personal Loan,22100,14,Online,Approved,
APP0001385,C000679,2023-05-25,2023-05-28,,,Small Business Loan,1902200,21,Agent,Rejected,High DTI
APP0005116,C006933,2023-05-25,2023-05-27,2023-05-29,2023-05-30,Personal Loan,195200,30,Online,Approved,
APP0005755,C004931,2023-05-25,2023-05-27,2023-05-29,2023-05-30,Personal Loan,70400,28,Branch,Approved,
APP0007099,C008131,2023-05-25,2023-05-27,2023-05-28,2023-05-29,Personal Loan,46100,44,Agent,Approved,
APP0007278,C000026,2023-05-25,2023-05-27,2023-05-28,2023-05-29,Consumer Loan,83900,22,Branch,Approved,
APP0008540,C005751,2023-05-25,2023-05-27,,,Auto Loan,995400,40,Mobile App,Rejected,High DTI
APP0009522,C007645,2023-05-25,2023-05-28,,,Personal Loan,90500,30,Call Center,Rejected,High DTI
APP0012673,C002872,2023-05-25,2023-05-27,,,Personal Loan,258200,10,Online,Rejected,High DTI
APP0014736,C005310,2023-05-25,2023-05-26,,,Personal Loan,275600,32,Branch,Rejected,High DTI
APP0015614,C005131,2023-05-25,2023-05-27,,,Consumer Loan,59300,13,Mobile App,Rejected,Low Credit Score
APP0023201,C002616,2023-05-25,2023-05-27,,,Personal Loan,260800,23,Branch,Rejected,Low Credit Score
APP0026034,C006030,2023-05-25,2023-05-27,,,Personal Loan,166000,7,Branch,Rejected,High DTI
APP0026265,C000482,2023-05-25,2023-05-26,2023-05-30,2023-06-02,Consumer Loan,31500,18,Online,Approved,
APP0026786,C003861,2023-05-25,2023-05-28,2023-05-30,2023-06-02,Consumer Loan,29600,14,Online,Approved,
APP0027717,C002430,2023-05-25,2023-05-26,,,Personal Loan,267800,37,Mobile App,Rejected,High DTI
APP0031520,C001567,2023-05-25,2023-05-28,,,Auto Loan,201500,53,Branch,Cancelled,
APP0036759,C006335,2023-05-25,2023-05-28,,,Small Business Loan,1517000,57,Branch,Rejected,High DTI
APP0037658,C001191,2023-05-25,2023-05-26,,,Auto Loan,1014300,18,Branch,Rejected,High DTI
APP0040236,C003448,2023-05-25,2023-05-27,,,Auto Loan,230400,21,Branch,Rejected,High DTI
APP0040905,C004008,2023-05-25,2023-05-27,,,Small Business Loan,1182800,28,Agent,Rejected,High DTI
APP0040953,C007618,2023-05-25,2023-05-26,,,Auto Loan,439100,42,Mobile App,Rejected,High DTI
APP0042947,C009849,2023-05-25,2023-05-28,,,Personal Loan,99700,27,Branch,Withdrawn,
APP0043067,C003761,2023-05-25,2023-05-27,,,Auto Loan,1442500,37,Branch,Rejected,High DTI
APP0043396,C003828,2023-05-25,2023-05-26,,,Small Business Loan,531300,20,Agent,Rejected,High DTI
APP0043457,C007182,2023-05-25,2023-05-28,,,Personal Loan,203700,31,Mobile App,Rejected,High DTI
APP0043926,C001911,2023-05-25,2023-05-26,,,Auto Loan,905700,59,Call Center,Rejected,High DTI
APP0044395,C008294,2023-05-25,2023-05-26,2023-05-28,2023-05-30,Personal Loan,233100,28,Mobile App,Approved,
APP0045572,C001594,2023-05-25,2023-05-27,,,Auto Loan,1069100,47,Branch,Rejected,High DTI
APP0048181,C008308,2023-05-25,2023-05-28,,,Personal Loan,178400,11,Agent,Rejected,High DTI
APP0049321,C000851,2023-05-25,2023-05-27,2023-05-31,2023-06-03,Personal Loan,58500,35,Branch,Approved,
APP0051595,C000580,2023-05-25,2023-05-26,,,Personal Loan,230900,20,Online,Rejected,High DTI
APP0060768,C008014,2023-05-25,2023-05-27,2023-05-31,2023-06-02,Consumer Loan,17600,21,Online,Approved,
APP0068407,C005711,2023-05-25,2023-05-27,,,Consumer Loan,104900,31,Branch,Rejected,Short Employment History
APP0069010,C007457,2023-05-25,2023-05-27,,,Auto Loan,294200,59,Branch,Rejected,High DTI
APP0069164,C001191,2023-05-25,2023-05-28,,,Personal Loan,128100,23,Online,Rejected,High DTI
APP0074945,C007670,2023-05-25,2023-05-27,,,Personal Loan,85000,31,Online,Rejected,High DTI
APP0075370,C010476,2023-05-25,2023-05-26,,,Personal Loan,114100,39,Branch,Rejected,High DTI
APP0075602,C001610,2023-05-25,2023-05-27,,,Auto Loan,517900,33,Branch,Rejected,High DTI
APP0076232,C010742,2023-05-25,2023-05-26,,,Consumer Loan,132500,15,Mobile App,Rejected,Low Credit Score
APP0079811,C001324,2023-05-25,2023-05-27,,,Consumer Loan,72000,34,Mobile App,Rejected,High DTI
APP0004351,C004050,2023-05-26,2023-05-28,2023-05-30,2023-05-30,Consumer Loan,23400,15,Branch,Approved,
APP0004668,C001789,2023-05-26,2023-05-27,,,Personal Loan,206800,36,Agent,Rejected,High DTI
APP0004796,C010676,2023-05-26,2023-05-28,,,Auto Loan,500500,48,Agent,Rejected,Low Credit Score
APP0014103,C007439,2023-05-26,2023-05-29,2023-06-01,2023-06-02,Consumer Loan,75700,19,Agent,Approved,
APP0018835,C000970,2023-05-26,2023-05-27,,,Small Business Loan,1506200,37,Branch,Rejected,High DTI
APP0020082,C001437,2023-05-26,2023-05-27,2023-05-30,2023-06-02,Personal Loan,20000,31,Online,Approved,
APP0022748,C003724,2023-05-26,2023-05-29,2023-06-02,2023-06-05,Consumer Loan,10300,15,Mobile App,Approved,
APP0024737,C001063,2023-05-26,2023-05-28,,,Auto Loan,881100,47,Branch,Rejected,High DTI
APP0028331,C004083,2023-05-26,2023-05-28,,,Small Business Loan,577800,38,Online,Rejected,High DTI
APP0028923,C005317,2023-05-26,2023-05-28,,,Consumer Loan,127200,33,Agent,Rejected,Low Credit Score
APP0029831,C008935,2023-05-26,2023-05-29,,,Personal Loan,210400,42,Agent,Rejected,Low Credit Score
APP0031818,C009553,2023-05-26,2023-05-27,,,Personal Loan,120900,38,Branch,Rejected,High DTI
APP0032068,C005119,2023-05-26,2023-05-28,,,Small Business Loan,607300,33,Mobile App,Rejected,High DTI
APP0032114,C002190,2023-05-26,2023-05-29,,,Small Business Loan,1847700,41,Branch,Rejected,High DTI
APP0035287,C001939,2023-05-26,2023-05-27,2023-05-31,2023-06-03,Personal Loan,83900,46,Mobile App,Approved,
APP0037390,C010630,2023-05-26,2023-05-29,2023-06-01,2023-06-03,Consumer Loan,46700,23,Online,Approved,
APP0048211,C007048,2023-05-26,2023-05-27,2023-05-31,2023-06-01,Personal Loan,151000,45,Branch,Approved,
APP0051515,C010215,2023-05-26,2023-05-29,,,Small Business Loan,1219000,34,Branch,Rejected,High DTI
APP0053698,C004992,2023-05-26,2023-05-28,,,Small Business Loan,1459800,15,Mobile App,Rejected,High DTI
APP0057008,C007294,2023-05-26,2023-05-29,,,Small Business Loan,1673300,40,Mobile App,Rejected,Low Credit Score
APP0057501,C000391,2023-05-26,2023-05-27,,,Small Business Loan,364100,26,Branch,Rejected,Low Credit Score
APP0057505,C000407,2023-05-26,2023-05-27,,,Auto Loan,356200,16,Call Center,Rejected,High DTI
APP0057519,C001349,2023-05-26,2023-05-27,2023-05-30,2023-06-01,Consumer Loan,76200,9,Online,Approved,
APP0058599,C009063,2023-05-26,2023-05-27,,,Personal Loan,118200,12,Call Center,Rejected,High DTI
APP0060446,C000723,2023-05-26,2023-05-28,2023-05-29,2023-05-29,Small Business Loan,63400,56,Call Center,Approved,
APP0060532,C003032,2023-05-26,2023-05-29,,,Consumer Loan,23300,16,Mobile App,Rejected,High DTI
APP0064511,C007172,2023-05-26,2023-05-29,,,Small Business Loan,770800,17,Mobile App,Rejected,High DTI
APP0065882,C004440,2023-05-26,2023-05-27,,,Personal Loan,215800,29,Agent,Rejected,High DTI
APP0067562,C005694,2023-05-26,2023-05-27,,,Personal Loan,200100,26,Branch,Rejected,High DTI
APP0068554,C009399,2023-05-26,2023-05-29,,,Auto Loan,765600,17,Branch,Rejected,Low Credit Score
APP0068807,C002482,2023-05-26,2023-05-27,,,Personal Loan,154900,39,Branch,Rejected,High DTI
APP0069590,C004309,2023-05-26,2023-05-29,,,Small Business Loan,914600,17,Mobile App,Rejected,High DTI
APP0071332,C007527,2023-05-26,2023-05-27,,,Consumer Loan,128600,24,Online,Rejected,High DTI
APP0074366,C010593,2023-05-26,2023-05-28,,,Auto Loan,494400,57,Mobile App,Rejected,High DTI
APP0076379,C004776,2023-05-26,2023-05-29,,,Auto Loan,784500,53,Agent,Rejected,High DTI
APP0077869,C003325,2023-05-26,2023-05-29,,,Auto Loan,548000,60,Online,Rejected,High DTI
APP0000485,C009773,2023-05-27,2023-05-30,,,Auto Loan,1491500,42,Mobile App,Rejected,High DTI
APP0002714,C008305,2023-05-27,2023-05-28,2023-05-31,2023-06-03,Consumer Loan,11800,31,Branch,Approved,
APP0003311,C001825,2023-05-27,2023-05-28,2023-05-29,2023-05-31,Personal Loan,102100,27,Mobile App,Approved,
